chemical_id,id,ingredient_name,description,rating_score,category_id,functions
1641,2036,ACNE SOAP,"Xà phòng thường chứa thành phần làm sạch mạnh, chúng thường gây quá khô và nhạy cảm cho da.",1.0,[120],LÀM SẠCH DA
1642,2037,ACRYLATE,"Khi thoa lên da, chúng để lại lớp màng, dính và phủ lên tóc hoặc da. lớp màng có tính ngậm nước và để lại cảm giác mịn màng trên da. Chất tạo màng có thể gây kích ứng da nhẹ, nhưng hầu như luôn phụ thuộc vào liều lượng sử dụng; nồng độ thấp không gây vấn đề.",4.0,"[113, 126]","TẠO KẾT CẤU SẢN PHẨM, CHẤT TẠO MÀNG/GIỮ KẾT CẤU SẢN PHẨM"
1642,2038,"ETHYL ACRYLATE, ETHYL METHACRYLATE, AND METHYL METHACRYLATE","Khi thoa lên da, chúng để lại lớp màng, dính và phủ lên tóc hoặc da. lớp màng có tính ngậm nước và để lại cảm giác mịn màng trên da. Chất tạo màng có thể gây kích ứng da nhẹ, nhưng hầu như luôn phụ thuộc vào liều lượng sử dụng; nồng độ thấp không gây vấn đề.",4.0,"[113, 126]","TẠO KẾT CẤU SẢN PHẨM, CHẤT TẠO MÀNG/GIỮ KẾT CẤU SẢN PHẨM"
1643,2039,ACRYLATES COPOLYMER,Đã được xác định là an toàn để sử dụng trong mỹ phẩm,4.0,"[113, 126]","TẠO KẾT CẤU SẢN PHẨM, CHẤT TẠO MÀNG/GIỮ KẾT CẤU SẢN PHẨM"
1643,2040,ACRYLIC/ACRYLATE COPOLYMER,Đã được xác định là an toàn để sử dụng trong mỹ phẩm,4.0,"[113, 126]","TẠO KẾT CẤU SẢN PHẨM, CHẤT TẠO MÀNG/GIỮ KẾT CẤU SẢN PHẨM"
1643,2041,ACRYLIC/ACRYLATES COPOLYMER,Đã được xác định là an toàn để sử dụng trong mỹ phẩm,4.0,"[113, 126]","TẠO KẾT CẤU SẢN PHẨM, CHẤT TẠO MÀNG/GIỮ KẾT CẤU SẢN PHẨM"
1644,2042,ACRYLATES/DIMETHICONE COPOLYMER,Chất tạo màng và gia tăng kết cấu silicone. Cũng có chức năng như thành phần gắn kết để các sản phẩm dễ bôi lên da hơn.,4.0,"[113, 126]","TẠO KẾT CẤU SẢN PHẨM, CHẤT TẠO MÀNG/GIỮ KẾT CẤU SẢN PHẨM"
1645,2043,ACRYLATES/STEARETH-20 METHACRYLATE COPOLYMER,Chức năng như chất làm dày kết cấu sản phẩm,4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1646,2044,ADENOSINE,"các nghiên cứu đã cho thấy việc sử dụng adenosine cho da là một phương pháp hiệu quả để cung cấp các lợi ích chống lão hóa. Khi thoa lên da, các sản phẩm có chứa adenosin cho thấy có sự cải thiện đáng kể các dấu hiệu lão hóa dễ nhận thấy cũng như cải thiện độ mượt của da. Vì lý do này, adenosine có thể được tìm thấy nhiều nhất trong các sản phẩm chăm sóc da dưỡng ẩm như kem hoặc serum. Chất này cũng hiện diện trong cơ thể, adenosine là thành phần có lợi cho tất cả các loại da có thể dùng.",5.0,"[115, 133]","CHẤT LÀM DỊU DA, CHẤT HỒI PHỤC DA"
1647,2045,ADIPIC ACID,"Acid Adipic / Neopentyl Glycol / Trimellitic Anhydride Copolymer là copolyme của axit adipic, neopentyl glycol và monomers anhydrit trimellit. Environment Canada Domestic Substance List xác định chất này là không gây độc hại hoặc ảnh hưởng xấu cho da.",4.0,"[113, 126]","TẠO KẾT CẤU SẢN PHẨM, CHẤT TẠO MÀNG/GIỮ KẾT CẤU SẢN PHẨM"
1649,2047,AGAR,"Agar là polysaccharide thu được từ rong biển hoặc tảo, đặc biệt là tảo đỏ (Gelidium), thành phần hoạt tính sinh học này, tìm thấy chủ yếu ở châu Á và châu Phi, là một carbohydrate phức tạp, bao gồm phần dư lượng galactose là chủ yếu. Kết cấu thạch của agar rất có ích trong mỹ phẩm. Tương tự như carrageenan, nồng độ cao galactose của thạch hoạt động như một chất nhũ hóa tốt cho các công thức có chứa thành phần có độ tan khác nhau. Điều này giúp ổn định các sản phẩm dưỡng ẩm, như kem dưỡng da và lotion, cũng như thêm độ dày để tạo ra kết cấu mềm mại hơn. Hơn nữa, agar có nguồn gốc từ tảo biển, agar giữ ẩm rất, có thể giúp làm giảm da khô. Vì lý do này, agar là thành phần chăm sóc da lý tưởng để thêm vào các sản phẩm dưỡng ẩm.",4.0,"[113, 118, 121, 124]","TẠO KẾT CẤU SẢN PHẨM, CHẤT CHỐNG OXY HÓA, CHẤT DƯỠNG ẨM, CHIẾT XUẤT THỰC VẬT"
1650,2048,AHNFELTIA EXTRACT,"Agar là polysaccharide thu được từ rong biển hoặc tảo, đặc biệt là tảo đỏ (Gelidium), thành phần hoạt tính sinh học này, tìm thấy chủ yếu ở châu Á và châu Phi, là một carbohydrate phức tạp, bao gồm phần dư lượng galactose là chủ yếu. Kết cấu thạch của agar rất có ích trong mỹ phẩm. Tương tự như carrageenan, nồng độ cao galactose của thạch hoạt động như một chất nhũ hóa tốt cho các công thức có chứa thành phần có độ tan khác nhau. Điều này giúp ổn định các sản phẩm dưỡng ẩm, như kem dưỡng da và lotion, cũng như thêm độ dày để tạo ra kết cấu mềm mại hơn. Hơn nữa, agar có nguồn gốc từ tảo biển, agar giữ ẩm rất, có thể giúp làm giảm da khô. Vì lý do này, agar là thành phần chăm sóc da lý tưởng để thêm vào các sản phẩm dưỡng ẩm.",4.0,"[113, 118, 121, 124]","TẠO KẾT CẤU SẢN PHẨM, CHẤT CHỐNG OXY HÓA, CHẤT DƯỠNG ẨM, CHIẾT XUẤT THỰC VẬT"
1651,2049,ALANINE,"alanine được biết đến có khả năng cân bằng độ ẩm, cung cấp và tăng lượng nước cho da.",4.0,[118],CHẤT CHỐNG OXY HÓA
1652,2050,ALBUMIN,"Trong mỹ phẩm, albumen thường có nguồn gốc từ lòng trắng trứng và được sử dụng làm chất đông kết. Có thể gây dị ứng cho da.",1.0,[113],TẠO KẾT CẤU SẢN PHẨM
1653,2051,ALCLOXA,"Được biết đến nhiều hơn bằng tên aluminum chlorhydroxy allantoinate, alcloxa có thể gây nhạy cảm với da.",1.0,[138],CHƯA PHÂN LOẠI
1653,2052,ALUMINUM CHLORHYDROXY ALLANTOINATE,"Được biết đến nhiều hơn bằng tên aluminum chlorhydroxy allantoinate, alcloxa có thể gây nhạy cảm với da.",1.0,[138],CHƯA PHÂN LOẠI
1654,2053,ALFALFA EXTRACT,Nghiên cứu cho thấy nó có thể là chất chống oxy hoá trong mỹ phẩm.,5.0,"[118, 124]","CHẤT CHỐNG OXY HÓA, CHIẾT XUẤT THỰC VẬT"
1655,2054,ALGAE,"Trong mỹ phẩm, algae hoạt động như chất làm đặc, chất ngậm nước, chất chống oxy hoá.",4.0,"[113, 118, 121, 124]","TẠO KẾT CẤU SẢN PHẨM, CHẤT CHỐNG OXY HÓA, CHẤT DƯỠNG ẨM, CHIẾT XUẤT THỰC VẬT"
1660,2059,ALKYLOAMIDES,"Tên trên nhãn sản phẩm chăm sóc da là DEA, triethanolamine (TEA), và monoethanolamine (MEA), chúng được sử dụng chủ yếu vì khả năng tạo bọt trong dầu gội đầu, nhưng cũng có thể được sử dụng làm chất làm dầy kết cấu hoặc kết dính. Chúng cũng có thể là chất gây kích ứng da. Ngoài ra, alkyloamid có chứa một amin tự do có thể kết hợp với các chất bảo quản phóng formaldehyde trong mỹ phẩm, và có mối quan ngại rằng chúng có thể hình thành các chất gây hại.",3.0,[113],TẠO KẾT CẤU SẢN PHẨM
1660,2060,DIETHANOLAMINE (DEA),"Tên trên nhãn sản phẩm chăm sóc da là DEA, triethanolamine (TEA), và monoethanolamine (MEA), chúng được sử dụng chủ yếu vì khả năng tạo bọt trong dầu gội đầu, nhưng cũng có thể được sử dụng làm chất làm dầy kết cấu hoặc kết dính. Chúng cũng có thể là chất gây kích ứng da. Ngoài ra, alkyloamid có chứa một amin tự do có thể kết hợp với các chất bảo quản phóng formaldehyde trong mỹ phẩm, và có mối quan ngại rằng chúng có thể hình thành các chất gây hại.",3.0,[113],TẠO KẾT CẤU SẢN PHẨM
1660,2061,TRIETHANOLAMINE (TEA),"Tên trên nhãn sản phẩm chăm sóc da là DEA, triethanolamine (TEA), và monoethanolamine (MEA), chúng được sử dụng chủ yếu vì khả năng tạo bọt trong dầu gội đầu, nhưng cũng có thể được sử dụng làm chất làm dầy kết cấu hoặc kết dính. Chúng cũng có thể là chất gây kích ứng da. Ngoài ra, alkyloamid có chứa một amin tự do có thể kết hợp với các chất bảo quản phóng formaldehyde trong mỹ phẩm, và có mối quan ngại rằng chúng có thể hình thành các chất gây hại.",3.0,[113],TẠO KẾT CẤU SẢN PHẨM
1660,2062,MONOETHANOLAMINE (MEA),"Tên trên nhãn sản phẩm chăm sóc da là DEA, triethanolamine (TEA), và monoethanolamine (MEA), chúng được sử dụng chủ yếu vì khả năng tạo bọt trong dầu gội đầu, nhưng cũng có thể được sử dụng làm chất làm dầy kết cấu hoặc kết dính. Chúng cũng có thể là chất gây kích ứng da. Ngoài ra, alkyloamid có chứa một amin tự do có thể kết hợp với các chất bảo quản phóng formaldehyde trong mỹ phẩm, và có mối quan ngại rằng chúng có thể hình thành các chất gây hại.",3.0,[113],TẠO KẾT CẤU SẢN PHẨM
1661,2063,ALLANTOIN,"allantoin trong mỹ phẩm nổi tiếng về khả năng giúp làm dịu da khô, để lại làn da mềm mại và mịn màng",5.0,[115],CHẤT LÀM DỊU DA
1662,2064,ALLYL METHACRYLATES CROSSPOLYMER,"Polyme tổng hợp, không chứa nước có chức năng chính là chất tăng cường kết cấu sản phẩm.",4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1664,2068,ALOE EXTRACT,"Aloe là một thành phần dưỡng da tốt, nhưng lợi ích của nó có xu hướng bị phóng đại trong thế giới mỹ phẩm. Lưu ý: Một số nhãn hiệu sử dụng lô hội thay cho nước trong sản phẩm của họ, nhưng lô hội thực sự là 99,5% nước.",4.0,"[115, 124]","CHẤT LÀM DỊU DA, CHIẾT XUẤT THỰC VẬT"
1665,2069,ALOE JUICE,"Aloe là một thành phần dưỡng da tốt, nhưng lợi ích của nó có xu hướng bị phóng đại trong thế giới mỹ phẩm. Lưu ý: Một số nhãn hiệu sử dụng lô hội thay cho nước trong sản phẩm của họ, nhưng lô hội thực sự là 99,5% nước.",4.0,"[115, 124]","CHẤT LÀM DỊU DA, CHIẾT XUẤT THỰC VẬT"
1666,2070,ALPHA BISABOLOL,"chiết xuất từ hoa cúc chamomile, nhưng cũng có nguồn gốc nhân tạo. Nghiên cứu cũng cho thấy nó có thể có một số tính chất làm sáng da.",5.0,"[115, 124, 141]","CHẤT LÀM DỊU DA, CHIẾT XUẤT THỰC VẬT, CHẤT LÀM SÁNG DA"
1666,2071,BISABOLOL,"chiết xuất từ hoa cúc chamomile, nhưng cũng có nguồn gốc nhân tạo. Nghiên cứu cũng cho thấy nó có thể có một số tính chất làm sáng da.",5.0,"[115, 124, 141]","CHẤT LÀM DỊU DA, CHIẾT XUẤT THỰC VẬT, CHẤT LÀM SÁNG DA"
1667,2072,ALPHA ISOMETHYL IONONE,"Hương liệu gây kích ứng mạnh, có nguy cơ gây ra kích ứng da dù ở các nồng độ thấp đến 0,001%",1.0,Pending,CHƯA PHÂN LOẠI
1668,2073,ALPHA LIPOIC ACID,"khi thoa lên da, hoạt động như chất chống oxy hoá rất hiệu quả.",5.0,[118],CHẤT CHỐNG OXY HÓA
1668,2074,THIOCTIC ACID,"khi thoa lên da, hoạt động như chất chống oxy hoá rất hiệu quả.",5.0,[118],CHẤT CHỐNG OXY HÓA
1670,2076,ALUMINA,"Alumina là tên gọi hợp chất vô cơ oxit nhôm, được sử dụng như một chất mài mòn, làm đặc kết cấu và là chất hấp thụ trong mỹ phẩm.",4.0,"[113, 114, 130]","TẠO KẾT CẤU SẢN PHẨM, HẤP THỤ DẦU, THÀNH PHẦN TẨY DA CHẾT VẬT LÝ"
1671,2077,ALUMINUM MAGNESIUM SILICATE,Loại muối có tính hấp thụ.,4.0,[114],HẤP THỤ DẦU
1672,2078,ALUMINUM POWDER,Thành phần kim loại được sử dụng làm phẩm màu. Được FDA liệt kê là phẩm màu an toàn (kể từ năm 1977).,4.0,[123],PHẨM MÀU
1673,2079,ALUMINUM SILICATE,Muối có tính hấp thụ và mài mòn.,4.0,"[114, 130]","HẤP THỤ DẦU, THÀNH PHẦN TẨY DA CHẾT VẬT LÝ"
1674,2080,ALUMINUM STARCH OCTENYLSUCCINATE,Ủy ban Duyệt xét Thành phần Mỹ phẩm độc lập (The independent Cosmetic Ingredient Review Panel) đã xác định rằng tinh bột nhôm octenylsuccinat an toàn khi sử dụng trong mỹ phẩm,4.0,"[113, 114]","TẠO KẾT CẤU SẢN PHẨM, HẤP THỤ DẦU"
1675,2081,ALUMINUM STEARATE,hoạt động như một chất làm dày kết cấu và giúp ổn định sản phẩm.,4.0,Pending,CHƯA PHÂN LOẠI
1676,2082,ALUMINUM SULFATE,Là chất gây kích ứng da.,1.0,"[114, 131]","HẤP THỤ DẦU, GÂY KÍCH ỨNG DA"
1677,2083,AMINO ACID,Các nghiên cứu đã chỉ ra axit amin và dẫn xuất của chúng là một pháp hiệu quả để làm giảm biểu hiện của các dấu hiệu lão hóa.,5.0,"[118, 132]","CHẤT CHỐNG OXY HÓA, CHẤT DƯỠNG DA"
1678,2084,AMINOBUTYRIC ACID,Amino acid có tính ngậm nước cho da và có thể là một chất làm dịu da.,3.0,[115],CHẤT LÀM DỊU DA
1679,2085,AMINOMETHYL PROPANEDIOL,Chức năng là chất điều chỉnh pH sản phẩm,4.0,[138],CHƯA PHÂN LOẠI
1680,2086,AMINOMETHYL PROPANOL,Chức năng là chất điều chỉnh pH sản phẩm,4.0,[138],CHƯA PHÂN LOẠI
1681,2087,AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER,"ammonium acryloyldimethyltaurate / VP copolymer là polymer tổng hợp và chất tạo màng, nó còn giúp làm dày kết cấu mỹ phẩm.",4.0,"[113, 126]","TẠO KẾT CẤU SẢN PHẨM, CHẤT TẠO MÀNG/GIỮ KẾT CẤU SẢN PHẨM"
1682,2088,AMMONIUM CHLORIDE,Muối kiềm được sử dụng để cân bằng độ pH trong các sản phẩm chăm sóc da; sử dụng không đúng nồng độ có thể gây vấn đề cho da.,3.0,[114],HẤP THỤ DẦU
1683,2089,AMMONIUM GLYCOLATE,Dạng tổng hợp của axit glycolic được sử dụng như chất điều chỉnh pH và tẩy tế bào chết.,5.0,[116],TẨY DA CHẾT
1684,2090,AMMONIUM HYDROXIDE,"được sử dụng trong mỹ phẩm để điều chỉnh pH của sản phẩm, một lượng nhỏ được sử dụng trong mỹ phẩm sẽ không gây kích ứng da.",3.0,[138],CHƯA PHÂN LOẠI
1685,2091,AMMONIUM LAURETH SULFATE,chất làm sạch dịu nhẹ và hiệu quả,4.0,[120],LÀM SẠCH DA
1686,2092,AMMONIUM LAURYL SULFATE,chất làm sạch dịu nhẹ và hiệu quả,4.0,[120],LÀM SẠCH DA
1687,2093,AMODIMETHICONE,Các loại silicone sử dụng trong mỹ phẩm được các nghiên cứu khoa học ủng hộ và được xem là an toàn cho người tiêu dùng sử dụng.,4.0,"[113, 121]","TẠO KẾT CẤU SẢN PHẨM, CHẤT DƯỠNG ẨM"
1688,2094,AMYGDALIC ACID,"Một loại axit alpha hydroxy (AHA), axit mandelic là chất tẩy tế bào chết hiệu quả,",4.0,"[116, 118, 141]","TẨY DA CHẾT, CHẤT CHỐNG OXY HÓA, CHẤT LÀM SÁNG DA"
1689,2095,AMYL CINNAMATE,"Đây là thành phần hương liệu. Những nghiên cứu khoa học sâu rộng kết luận rằng hương liệu, cho dù là tự nhiên hay nhân tạo, là thành phần gây kích ứng phổ biến cho tất cả các loại da.",1.0,Pending,CHƯA PHÂN LOẠI
1690,2096,AMYL SALICYLATE,"Đây là thành phần hương liệu. Những nghiên cứu khoa học sâu rộng kết luận rằng hương liệu, cho dù là tự nhiên hay nhân tạo, là thành phần gây kích ứng phổ biến cho tất cả các loại da.",1.0,Pending,CHƯA PHÂN LOẠI
1691,2097,AMYRIS OIL,"Đây là thành phần hương liệu. Những nghiên cứu khoa học sâu rộng kết luận rằng hương liệu, cho dù là tự nhiên hay nhân tạo, là thành phần gây kích ứng phổ biến cho tất cả các loại da.",1.0,Pending,CHƯA PHÂN LOẠI
1692,2098,ANDIROBA OIL,nó có tính chất làm dịu da.,4.0,"[115, 124]","CHẤT LÀM DỊU DA, CHIẾT XUẤT THỰC VẬT"
1693,2099,ANHYDROXYLITOL,Đây là chất hút ẩm (humectant) có chức nắng để thu hút và duy trì độ ẩm trong da.,4.0,[125],CẤP NƯỚC
1694,2100,ANISALDEHYDE,"Đây là thành phần hương liệu. Những nghiên cứu sâu rộng kết luận rằng hương, cho dù là tự nhiên hay tổng hợp, là thành phần gây kích ứng thông thường cho tất cả các loại da.",1.0,Pending,CHƯA PHÂN LOẠI
1695,2101,ANISE,Thành phần có nguy cơ gây kích ứng có thể làm da nhạy cảm với ánh sáng.,1.0,[118],CHẤT CHỐNG OXY HÓA
1696,2102,ANNATO EXTRACT,"Dầu Annatto là chất dưỡng ẩm giàu carotenoid, nó cũng có công dụng như chất chống oxy hoá mạnh. FDA liệt kê Annatto như một chất phụ gia màu được miễn chứng nhận và cùng với EU Cosmetics Directive đánh giá chất này an toàn khi sử dụng trong thực phẩm và các sản phẩm mỹ phẩm OTC.",4.0,[124],CHIẾT XUẤT THỰC VẬT
1696,2103,BIXA ORELLANA SEED EXTRACT,"Dầu Annatto là chất dưỡng ẩm giàu carotenoid, nó cũng có công dụng như chất chống oxy hoá mạnh. FDA liệt kê Annatto như một chất phụ gia màu được miễn chứng nhận và cùng với EU Cosmetics Directive đánh giá chất này an toàn khi sử dụng trong thực phẩm và các sản phẩm mỹ phẩm OTC.",4.0,[124],CHIẾT XUẤT THỰC VẬT
1696,2104,ANNATTO SEED EXTRACT,"Dầu Annatto là chất dưỡng ẩm giàu carotenoid, nó cũng có công dụng như chất chống oxy hoá mạnh. FDA liệt kê Annatto như một chất phụ gia màu được miễn chứng nhận và cùng với EU Cosmetics Directive đánh giá chất này an toàn khi sử dụng trong thực phẩm và các sản phẩm mỹ phẩm OTC.",4.0,[124],CHIẾT XUẤT THỰC VẬT
1697,2105,ANTHOCYANIN,"Thực phẩm giàu anthocyanins bao gồm blueberry, mâm xôi, gạo đen, và đậu nành đen, trong số nhiều những loại quả hạt khác có màu đỏ, xanh, tím, hoặc đen. Anthocyanins là chất chống oxy hoá mạnh.",5.0,"[118, 124]","CHẤT CHỐNG OXY HÓA, CHIẾT XUẤT THỰC VẬT"
1698,2106,ANTIOXIDANT,"Chất chống oxy hoá không chỉ giúp da chống lại các yếu tố gây lão hóa, mà còn có thể làm dịu da, giúp da trẻ trung hơn và tái sinh làn da xỉn màu.",5.0,[118],CHẤT CHỐNG OXY HÓA
1700,2108,APRICOT KERNEL,"Thường được sử dụng như một thành phần bào mòn trong các sản phẩm tẩy tế bào chết vật lý ""thiên nhiên"". Hột trái mơ có những góc cạnh không đều và đôi khi sắc bén có thể xước hoặc làm rách da. Những loại hạt cọ xát này không được khuyến nghị, thay vào đó dùng một chiếc khăn bông hoặc tẩy tế bào chết vật lý có chứa hạt jojoba hoặc hạt nhựa polyethylene.",2.0,[130],THÀNH PHẦN TẨY DA CHẾT VẬT LÝ
1700,2109,APRICOT SEED POWDER,"Thường được sử dụng như một thành phần bào mòn trong các sản phẩm tẩy tế bào chết vật lý ""thiên nhiên"". Hột trái mơ có những góc cạnh không đều và đôi khi sắc bén có thể xước hoặc làm rách da. Những loại hạt cọ xát này không được khuyến nghị, thay vào đó dùng một chiếc khăn bông hoặc tẩy tế bào chết vật lý có chứa hạt jojoba hoặc hạt nhựa polyethylene.",2.0,[130],THÀNH PHẦN TẨY DA CHẾT VẬT LÝ
1948,2533,DULSE,"Một dạng algae. Trong mỹ phẩm, algae có chức năng như chất làm đặc kết cấu, chất ngậm nước, chất chống oxy hoá.",4.0,"[118, 121, 124]","CHẤT CHỐNG OXY HÓA, CHẤT DƯỠNG ẨM, CHIẾT XUẤT THỰC VẬT"
1701,2110,APRICOT KERNEL OIL,"Chứa hàm lượng cao các axit oleic, vitamin và khoáng chất, được chứng minh là giúp tăng cường chức năng của hàng rào bảo vệ da và tăng lượng nước trong da. Ngoài ra, các vitamin có trong dầu mơ, trong đó có retinoid và tocopherols, có đặc tính chống oxy hóa mạnh.",5.0,"[121, 124]","CHẤT DƯỠNG ẨM, CHIẾT XUẤT THỰC VẬT"
1701,2111,APRICOT OIL,"Chứa hàm lượng cao các axit oleic, vitamin và khoáng chất, được chứng minh là giúp tăng cường chức năng của hàng rào bảo vệ da và tăng lượng nước trong da. Ngoài ra, các vitamin có trong dầu mơ, trong đó có retinoid và tocopherols, có đặc tính chống oxy hóa mạnh.",5.0,"[121, 124]","CHẤT DƯỠNG ẨM, CHIẾT XUẤT THỰC VẬT"
1702,2112,ARACHIDIC ACID,"Có nguồn gốc từ dầu đậu phộng (lạc) vừa là chất dưỡng ẩm, cũng là thành phần làm dầy kết cấu sản phẩm.",4.0,"[113, 121]","TẠO KẾT CẤU SẢN PHẨM, CHẤT DƯỠNG ẨM"
1703,2113,ARACHIDYL ALCOHOL,"Vừa là chất dưỡng ẩm, cũng là thành phần làm dầy kết cấu sản phẩm.",4.0,"[113, 121]","TẠO KẾT CẤU SẢN PHẨM, CHẤT DƯỠNG ẨM"
1704,2114,ARACHIDYL GLUCOSIDE,Chất làm sạch dịu nhẹ và cũng là thành phần nhũ hóa.,4.0,[120],LÀM SẠCH DA
1705,2115,ARACHIDYL PROPIONATE,"Vừa là chất dưỡng ẩm, cũng là thành phần làm dầy kết cấu sản phẩm.",4.0,"[113, 121]","TẠO KẾT CẤU SẢN PHẨM, CHẤT DƯỠNG ẨM"
1741,2170,BENZALKONIUM CHLORIDE,"Được sử dụng làm chất bảo quản trong các sản phẩm chăm sóc da. Nó có thể gây kích ứng da. Chất diệt khuẩn, chất bảo quản và chất làm sạch có thể gây kích ứng da, mắt, đường hô hấp và dị ứng nghiêm trọng, benzalkonium chloride là chất gây kích ứng đặc biệt nguy hiểm cho người bị suyễn hoặc các bệnh da liễu như chàm. Benzalkonium clorua được tìm thấy trong nhiều chất khử trùng gia dụng và sản phẩm tẩy rửa.",2.0,[129],CHẤT BẢO QUẢN
1741,2171,BAYCLEAN,"Được sử dụng làm chất bảo quản trong các sản phẩm chăm sóc da. Nó có thể gây kích ứng da. Chất diệt khuẩn, chất bảo quản và chất làm sạch có thể gây kích ứng da, mắt, đường hô hấp và dị ứng nghiêm trọng, benzalkonium chloride là chất gây kích ứng đặc biệt nguy hiểm cho người bị suyễn hoặc các bệnh da liễu như chàm. Benzalkonium clorua được tìm thấy trong nhiều chất khử trùng gia dụng và sản phẩm tẩy rửa.",2.0,[129],CHẤT BẢO QUẢN
1741,2172,BENIROL,"Được sử dụng làm chất bảo quản trong các sản phẩm chăm sóc da. Nó có thể gây kích ứng da. Chất diệt khuẩn, chất bảo quản và chất làm sạch có thể gây kích ứng da, mắt, đường hô hấp và dị ứng nghiêm trọng, benzalkonium chloride là chất gây kích ứng đặc biệt nguy hiểm cho người bị suyễn hoặc các bệnh da liễu như chàm. Benzalkonium clorua được tìm thấy trong nhiều chất khử trùng gia dụng và sản phẩm tẩy rửa.",2.0,[129],CHẤT BẢO QUẢN
1741,2173,AMMONYX,"Được sử dụng làm chất bảo quản trong các sản phẩm chăm sóc da. Nó có thể gây kích ứng da. Chất diệt khuẩn, chất bảo quản và chất làm sạch có thể gây kích ứng da, mắt, đường hô hấp và dị ứng nghiêm trọng, benzalkonium chloride là chất gây kích ứng đặc biệt nguy hiểm cho người bị suyễn hoặc các bệnh da liễu như chàm. Benzalkonium clorua được tìm thấy trong nhiều chất khử trùng gia dụng và sản phẩm tẩy rửa.",2.0,[129],CHẤT BẢO QUẢN
1741,2174,BENZALKONIUM A,"Được sử dụng làm chất bảo quản trong các sản phẩm chăm sóc da. Nó có thể gây kích ứng da. Chất diệt khuẩn, chất bảo quản và chất làm sạch có thể gây kích ứng da, mắt, đường hô hấp và dị ứng nghiêm trọng, benzalkonium chloride là chất gây kích ứng đặc biệt nguy hiểm cho người bị suyễn hoặc các bệnh da liễu như chàm. Benzalkonium clorua được tìm thấy trong nhiều chất khử trùng gia dụng và sản phẩm tẩy rửa.",2.0,[129],CHẤT BẢO QUẢN
1741,2175,ALKYL DIMETHYL BENZYL AMMONIUM CHLORIDE,"Được sử dụng làm chất bảo quản trong các sản phẩm chăm sóc da. Nó có thể gây kích ứng da. Chất diệt khuẩn, chất bảo quản và chất làm sạch có thể gây kích ứng da, mắt, đường hô hấp và dị ứng nghiêm trọng, benzalkonium chloride là chất gây kích ứng đặc biệt nguy hiểm cho người bị suyễn hoặc các bệnh da liễu như chàm. Benzalkonium clorua được tìm thấy trong nhiều chất khử trùng gia dụng và sản phẩm tẩy rửa.",2.0,[129],CHẤT BẢO QUẢN
1741,2176,BARQUAT MB-50,"Được sử dụng làm chất bảo quản trong các sản phẩm chăm sóc da. Nó có thể gây kích ứng da. Chất diệt khuẩn, chất bảo quản và chất làm sạch có thể gây kích ứng da, mắt, đường hô hấp và dị ứng nghiêm trọng, benzalkonium chloride là chất gây kích ứng đặc biệt nguy hiểm cho người bị suyễn hoặc các bệnh da liễu như chàm. Benzalkonium clorua được tìm thấy trong nhiều chất khử trùng gia dụng và sản phẩm tẩy rửa.",2.0,[129],CHẤT BẢO QUẢN
1741,2177,ARQUAD DMMCB-75,"Được sử dụng làm chất bảo quản trong các sản phẩm chăm sóc da. Nó có thể gây kích ứng da. Chất diệt khuẩn, chất bảo quản và chất làm sạch có thể gây kích ứng da, mắt, đường hô hấp và dị ứng nghiêm trọng, benzalkonium chloride là chất gây kích ứng đặc biệt nguy hiểm cho người bị suyễn hoặc các bệnh da liễu như chàm. Benzalkonium clorua được tìm thấy trong nhiều chất khử trùng gia dụng và sản phẩm tẩy rửa.",2.0,[129],CHẤT BẢO QUẢN
1746,2192,BENZOYL PEROXIDE,"Benzoyl peroxide (BPO) là dược phẩm và hóa chất công nghiệp. Là loại thuốc được sử dụng để điều trị mụn dạng nhẹ đến vừa. Các tác dụng phụ thường gặp là ngứa, khô, hoặc bong tróc. Không an toàn khi sử dụng trong thai kỳ. Benzoyl peroxit nằm trong nhóm hóa chất peroxide. Trong trị mụn, nó hoạt động bằng cách giết chết vi khuẩn gây ra mụn. Benzoyl peroxit được sản xuất lần đầu tiên vào năm 1905 và được đưa vào sử dụng y tế vào những năm 1930. Nó nằm trong Danh mục Thuốc thiết yếu của Tổ chức Y tế Thế giới, loại thuốc hiệu quả nhất và an toàn nhất trong hệ thống y tế. Được xem là sự lựa chọn hiệu quả nhất cho thuốc kháng sinh bôi ngoài da trong điều trị mụn.",5.0,[117],TRỊ MỤN
1746,2193,BENZOPEROXIDE,"Benzoyl peroxide (BPO) là dược phẩm và hóa chất công nghiệp. Là loại thuốc được sử dụng để điều trị mụn dạng nhẹ đến vừa. Các tác dụng phụ thường gặp là ngứa, khô, hoặc bong tróc. Không an toàn khi sử dụng trong thai kỳ. Benzoyl peroxit nằm trong nhóm hóa chất peroxide. Trong trị mụn, nó hoạt động bằng cách giết chết vi khuẩn gây ra mụn. Benzoyl peroxit được sản xuất lần đầu tiên vào năm 1905 và được đưa vào sử dụng y tế vào những năm 1930. Nó nằm trong Danh mục Thuốc thiết yếu của Tổ chức Y tế Thế giới, loại thuốc hiệu quả nhất và an toàn nhất trong hệ thống y tế. Được xem là sự lựa chọn hiệu quả nhất cho thuốc kháng sinh bôi ngoài da trong điều trị mụn.",5.0,[117],TRỊ MỤN
