ingredient_name,link,functions,rating,discription,rating_score
LUPINUS ALBUS EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lupinus-albus-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Plant Extracts']",superstar,,3
LUTEIN,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lutein.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],superstar,"Carotenoid that has antioxidant properties.
Reference for this information: 
Photochemistry and Photobiology, May 2002, pages 503–596",3
LYCIUM BARBARUM FRUIT EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lycium-barbarum-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Softening']",superstar,"The extract of the fruit commonly known as goji, goji berry, or wolfberry. This fruit extract is an antioxidant and also works as a skin-softening agent.Reference for this information:International Journal of Molecular Medicine, August 2007, pages 261–268",3
LYCOPENE,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lycopene.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],superstar,"Carotenoid pigment that has antioxidant properties (Source: Photochemistry and Photobiology, May 2002, pages 503–596).",3
LYE,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/lye.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Cleansing Agents', 'Sensitizing']",icky,,0
LYSINE,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lysine.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Replenishing']",goodie,Amino acid.,2
LYSINE HCI,https://www.paulaschoice.com/ingredient-dictionary/hydration/lysine-HCI.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Hydration'],superstar,"An amino acid salt that may be animal-derived or made in a lab (Paula’s Choice uses the latter type). Like all amino acids and derivatives, lysine HCI plays a role in keeping skin hydrated by aiding the balanced transport of water through skin’s layers. Lysine also plays a role in helping skin produce supportive substances that keep it looking smooth and youthful. References for this information: Essays in Biochemistry, November 2012, pages 113-133 Amino Acids, June 2012, pages 2,481-2,489",3
MACADAMIA NUT OIL,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/macadamia-nut-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",goodie,Used in cosmetics as an emollient for dry skin.,2
MADECASSOSIDE,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/madecassoside.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,"Madecassoside is of four principal bioactive compounds in the plant extract Centella asiatica. One double-blind study has shown even small amounts of this compound (0.1% in one case) combined with vitamin C have antioxidant benefit when applied to skin, and it serves as an antioxidant in its own right. Studies also show it is non-sensitizing and can help revitalize skin’s surface.References for this information: Acta Pharmaceutica, June 2016, pages 233-244Journal of Biochemical and Molecular Toxicology, October 2012, pages 399-406Biotechnology Letters, June 2008, ePublicationPlanta Medica, June 2008, pages 809-815Experimental Dermatology, May 2008, ePublication",3
MAGNESIUM,https://www.paulaschoice.com/ingredient-dictionary/absorbent/magnesium.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Absorbent'],goodie,Earth mineral that has strong absorbent properties.,2
MAGNESIUM ALUMINUM SILICATE,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/magnesium-aluminum-silicate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Thickeners/Emulsifiers'],goodie,"Powdery, dry-feeling, white solid that is used as a thickening agent and powder in cosmetics.",2
MAGNESIUM ASCORBYL PALMITATE,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/magnesium-ascorbyl-palmitate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Vitamins']",goodie,"Fatty acid–based derivative of vitamin C that can be an effective antioxidant. Research shows this form of vitamin C is less stable than others such as magnesium ascorbyl phosphate, which is why we don’t rate it as highly as other forms of vitamin C.
Reference for this information:
International Journal of Cosmetic Science, 2008, issue 6, pages 453-458",2
MAGNESIUM ASCORBYL PHOSPHATE,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/magnesium-ascorbyl-phosphate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Vitamins']",superstar,"Form of vitamin C that is considered stable and is an effective antioxidant for skin. This form of vitamin C is also known to increase skin’s hydration levels as well as being effective for calming factors in skin that can lead to excess oil and signs of sensitization.Like most forms of vitamin C, magnesium ascorbyl phosphate (in amounts of 5% or greater) has been shown to improve the look of an uneven skin tone.References for this information:Annals of Dermatology, August 2015, pages 376-382Indian Dermatology Online Journal, 2013, issue 2, pages 143-146Skin Research and Technology, 2008, issue 3, pages 376-380International Journal of Cosmetic Science, June 2000, pages 169-179",3
MAGNESIUM ASPARTATE,https://www.paulaschoice.com/ingredient-dictionary/skin-softening/magnesium-aspartate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Softening', 'Hydration']",goodie,"The magnesium salt of aspartic acid, an acidic amino acid that plays a role in maintaining proteins in skin. In cosmetics, magnesium aspartate acts as hydrating and softening ingredient. It may be animal-derived or manufactured in a lab (Paula’s Choice uses the latter). Magnesium aspartate is considered safe as used in cosmetics, and is non-irritating and bioavailable to skin. LReferences for this information: Nutrients, September 2015, pages 8,199-8,226 https://www.cir-safety.org/sites/default/files/alkyl_amides_0.pdf",2
MAGNESIUM CARBONATE,https://www.paulaschoice.com/ingredient-dictionary/absorbent/magnesium-carbonate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Absorbent'],goodie,"Inorganic mineral salt used as an absorbent, opacifying agent, coloring agent, or to adjust the pH of cosmetic products.",2
MAGNESIUM HYDROXIDE,https://www.paulaschoice.com/ingredient-dictionary/absorbent/magnesium-hydroxide.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Absorbent', 'Miscellaneous']",goodie,Active ingredient in milk of magnesia. It is an absorbent properties for skin.,2
MAGNESIUM LAURETH SULFATE,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/magnesium-laureth-sulfate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],goodie,Mild cleansing agent.,2
MAGNESIUM OLETH SULFATE,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/magnesium-oleth-sulfate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],goodie,Mild cleansing agent.,2
MAGNESIUM PALMITOYL GLUTAMATE,https://www.paulaschoice.com/ingredient-dictionary/skin-softening/magnesium-palmitoyl-glutamate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Softening'],goodie,"Magnesium palmitoyl glutamate is an amino acid (glutamic acid) and mineral (magnesium) blend that conditions and softens skin. It can be synthetic, animal-derived, or can come from plants, with Paula’s Choice opting to use the plant-derived version. Magnesium palmitoyl glutamate is often used as part of a blend with other amino acids. It is considered safe as used in cosmetics. The magnesium portion easily penetrates skin’s uppermost layers where it delivers this micro-nutrient’s hydration-boosting benefits. References for this information: Magnesium Research, June 2016, pages 35-42 https://www.cir-safety.org/sites/default/files/alkyl_amides.pdf",2
MAGNESIUM PCA,https://www.paulaschoice.com/ingredient-dictionary/hydration/magnesium-pca.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Hydration', 'Skin-Replenishing']",superstar,"Magnesium PCA is the magnesium salt of PCA (pyrrolidone carboxylic acid), which is part of skin’s intercellular matrix. Magnesium PCA therefore plays an influential role in what’s known as skin’s natural moisturizing factor. As an electrolyte mineral, magnesium plays a role in enhancing skin hydration and barrier repair. It also influences how skin cells move through skin’s surface layers, how they shed, and how skin responds to external stimuli. Interestingly, pure magnesium and some forms such as magnesium chloride have a difficult time penetrating skin; however, linking magnesium with PCA or lactic acid (as in magnesium lactate) helps to overcome this issue, allowing skin to benefit. References for this information: Nutrients, August 2017, ePublication Magnesium Research, June 2016, pages 35-42 Dermatology Research and Practice, August 2012, ePublication International Journal of Dermatology, February 2005, pages 151-157",3
MAGNESIUM STEARATE,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/magnesium-stearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Texture Enhancer']",goodie,Used as a texture enhancer in cosmetics.,2
MAGNESIUM SULFATE,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/magnesium-sulfate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],goodie,"Commonly known as Epsom salt, a magnesium salt used as a texture enhancer.",2
MAHONIA AQUIFOLIUM ROOT EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/mahonia-aquifolium-root-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",goodie,"A plant extract known as Orgeon grape, it functions as a calming ingredient, antioxidant, and astringent. References for this information: Journal of Ethnopharmacology, September 2009, pages 297-303 Fitoterapia, November 2007, pages 802-806 Bioorganic and Medicinal Chemistry, September 2004, pages 4,709-4,715",2
MALIC ACID,https://www.paulaschoice.com/ingredient-dictionary/exfoliant/malic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Exfoliant'],superstar,"Malic acid is an exfoliating ingredient derived from unripe fruit. It also occurs naturally in the human body. It’s technically a beta hydroxy acid ingredient but is typically classified as an alpha hydroxy acid (AHA) ingredient because its hydroxyl group in the alpha position is believed to be dominant to the beta hydroxyl group. Also, it is not known to be oil-soluble like traditional beta hydroxy acid salicylic acid. Malic acid is used in cosmetics to adjust a product's pH and, in an acidic pH range ideally between 3 and 4, as mild exfoliant. In foods, malic acid is sometimes added to impart a sour or tart flavor. References for this information: The Journal of Clinical and Aesthetic Dermatology, August 2018, pages 21-28 Plastic and Reconstructive Surgery Global Open, December 2016, ePublication Biological Research, January 2015, ePublication Clinical, Cosmetic, and Investigative Dermatology, November 2010, pages 135-142",3
MALLOW,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/mallow.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Texture Enhancer', 'Plant Extracts']",superstar,"Can be used as a texture enhancer in cosmetics and may have skin-soothing properties for skin.
Reference for this information: 
Healthnotes Review of Complementary and Integrative Medicine",3
MALPIGHIA EMARGINATA (ACEROLA) FRUIT EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/acerola-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Antioxidants']",superstar,"Acerola fruit extract is a potent source of antioxidants and hydrating polysaccharides, some of which have been shown to protect fibroblasts in skin from suffering oxidative damage, which in turn leads to younger-looking skin.The fruit is rich in vitamin C, beta-carotene, several polyphenols (all working as antioxidants), and the B vitamin folate.The yellow- to red-toned ripe acerola fruit can also prevent lipids such as our skin’s oil from free radical damage. It’s truly a multi-faceted antioxidant plant extract that can benefit all skin types and is also a proven “superfood” ingredient that has been shown to benefit skin when consumed orally, largely due to its ability to reduce inflammation.Acerola is sometimes referred to as Barbados cherry or the acerola cherry.References for this information:Journal of AOAC International, September 2018, pages 1,461-1,465International Journal of Biological Macromolecules, January 2018, pages 473-480Exotic Fruits Reference Guide, Academic Press, 2018, pages 7-14Food & Function, September 2017, pages 3,250-3,258 The Journal of Clinical and Aesthetic Dermatology, April 2016, pages 25-32 Lipids in Health and Disease February 2014 ePublication",3
MALTODEXTRIN,https://www.paulaschoice.com/ingredient-dictionary/thickeners/maltodextrin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners', 'Film-Forming Agents', 'Absorbent']",goodie,"A plant-based sugar created by hydrolyzing a saccharide with starch from corn, potato, or rice. Maltodextrin does many things in cosmetic products, including absorbent, binding agent, stabilizer, film-forming agent, and skin-softener.References for this information:Critical Reviews in Food Science and Nutrition, September 2016, pages 2,091-2,100https://www.cir-safety.org/sites/default/files/polysaccharide_gums.pdf",2
MALTOOLIGOSYL GLUCOSIDE,https://www.paulaschoice.com/ingredient-dictionary/hydration/maltooligosyl-glucoside.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Hydration', 'Film-Forming Agents', 'Emulsifiers', 'Film-Forming/Holding Agents', 'Texture Enhancer']",goodie,"A carbohydrate polysaccharide that’s naturally-derived and then combined with a starch. It has multiple functions in cosmetics, including binding agent, emulsifier, hydrator, texture enhancer, and film-forming agent. An alternative to glycerin, maltooligosyl glucoside gives cosmetic products a smooth feel and is believed to provide soothing benefits.",2
MALVACEAE EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/malvaceae-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],average,"Extract from plants of the Malvaceae family, which includes over 1,000 species, found in tropical and temperate regions the world over. Their varying benefits and problems are diverse. Consequently, if “Malvaceae” is present on a cosmetic ingredient label, it is misleading, because each of the 1,000 species has its own pros and cons.",1
MALVA SYLVESTRIS EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/malva-sylvestris-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",goodie,"Extract from the blue mallow flower, it may have some skin-soothing properties for the skin, as well as some potential antioxidant benefits.
References for this information:
International Journal of Food Sciences and Nutrition, February 2004, pages 67–74
Journal of Ethnopharmacology, January 2004, pages 135–143",2
MANDARIN ORANGE OIL OR EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/mandarin-orange-oil-or-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",icky,Primarily used as a fragrance; it can be a skin sensitizer. There is no research showing it has any benefit when applied topically.,0
MANDELIC ACID,https://www.paulaschoice.com/ingredient-dictionary/exfoliant/mandelic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Exfoliant'],goodie,"A type of alpha hydroxy acid (AHA), also known as amygdalic acid. There’s some research showing mandelic acid is an effective exfoliant, although it’s not as effective as glycolic acid due to its larger size (it’s twice as big as glycolic acid) and slower penetration into skin; however, these traits can also make mandelic acid more tolerable for those with sensitive skin. Unlike glycolic acid, mandelic acid is light-sensitive and must be packaged in an opaque container to remain effective. A couple studies have shown that mandelic acid and salicylic acid worked well together in a higher-strength peel for use on darker skin tones struggling with discolorations, including post-acne marks. However, what we don’t know is how well mandelic acid would’ve worked on its own—it’s possible the results were more from salicylic acid than the combination of the two acids. Other research has shown mandelic acid can increase sebum (oil) production, which isn’t great for oily skin but would be a benefit for dry skin. Reference for this information: Dermatologic Surgery, March 2016, pages 384-391; and January 2009, pages 59-65 Advances in Dermatology and Allergology, June 2013, pages 140-145",2
MANGANESE GLUCONATE,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/manganese-gluconate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],average,"Mineral found in trace amounts in tissues of the body. While manganese plays a vital role in the processes of many body systems, there is no evidence it serves any purpose topically on skin, though it may act as an antioxidant.",1
MANGANESE VIOLET,https://www.paulaschoice.com/ingredient-dictionary/coloring-agents%2Fpigments/manganese-violet.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Coloring Agents/Pigments'],goodie,"Coloring agent/additive permanently listed in 1976 by the FDA as safe for use in cosmetics products, including those for use around the eye. 
Reference for this information:
U.S. Food and Drug Administration. Color Additive Status List. [Internet]. 2016 http://www.fda.gov/forindustry/coloradditives/coloradditiveinventories/ucm106626.htm",2
MANGIFERA INDICA (MANGO) SEED BUTTER,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/mangifera-indica-%28mango%29-seed-butter.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Skin-Replenishing', 'Emollients']",superstar,"Plant-based emollient as it is a rich source of fatty acids and skin-soothing ingredients. 
References for this information:
Journal of Oleo Science, 2010, issue 4, pages 169-176
Bioresource Technology, 2004, issue 1, pages 71-78",3
MANGIFERA INDICA ROOT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/mangifera-indica-root.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",goodie,"Extract derived from the mango tree; it can have antioxidant properties.
Reference for this information: 
Journal of Agricultural Food Chemistry, February 2002, pages 762–766",2
MANNITOL,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/mannitol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",goodie,"A plant-derived or lab-made sugar that works in skin care to bind moisture, condition, and also help keep ingredients blended together. It works well with naturally-occurring substances in skin such as hyaluronic acid.References for this information:Journal of Cosmetic Dermatology, June 2012, pages 87-92Dermatitis, May 2011, pages 141-146Journal of Cosmetic Science, March-April 2007, pages 109-133",2
MANUKA OIL,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/manuka-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Antioxidants']",goodie,"Extract derived from the New Zealand tea tree; the oil is similar to that of the Australian tea tree, Melaleuca alternifolia. Manuka oil has antioxidant properties.
Reference for this information:
Pharmazie International Journal of Pharmaceutical Sciences, June 1999, pages 460–463",2
MARIGOLD,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/marigold.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",goodie,,2
MARIONBERRY,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/marionberry.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",goodie,"Fruit that has antioxidant properties.
Reference for this information:
Journal of Agricultural Food Chemistry, June 5, 2002, pages 3495–3500",2
MARJORAM,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/marjoram.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",icky,Herb with a fragrant component used in cosmetics; can be a skin sensitizer.,0
MARSHMALLOW,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/marshmallow.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts', 'Texture Enhancer']",superstar,Marshmallow root extract is a flowering plant native to Africa. It’s  used topically to soothe skin.,3
MASTOCARPUS STELLATUS,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/mastocarpus-stellatus.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Texture Enhancer', 'Plant Extracts', 'Emollients']",goodie,,2
MATE EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/mate-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",superstar,,3
MATRICARIA OIL,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/matricaria-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,,3
MEA,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/mea.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Thickeners/Emulsifiers'],average,Abbreviation for monoethanolamine.,1
MEADOWSWEET EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/meadowsweet-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",superstar,"Extract that can have skin-soothing properties.Reference for this information:Journal of Agricultural Food Chemistry, October 1999, pages 3954–3962",3
MEDICAGO SATIVA,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/medicago-sativa.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,,3
MELALEUCA ALTERNIFOLIA,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/melaleuca-alternifolia.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Antioxidants']",goodie,,2
MELALEUCA CAJEPUTI OIL,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/melaleuca-cajeputi-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing']",icky,"There is no research showing that this oil, which is derived from a plant in the same family as the plant that is the source of tea tree oil. It may cause skin sensitivity.
Reference for this information: 
The Illustrated Encyclopedia of Essential Oils, Rockport, MA, Element Books, 1995, page 170.",0
MELIA AZADIRACHTA (CHINABERRY) FLOWER EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/melia-azadirachta-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,"The chinaberry is a popular plant throughout India, where use of every part of the plant can be seen in the practice of Ayurvedic medicine. It contains antioxidants known to be particularly effective in neutralizing peroxyl radicals, a type of free radical that’s widely considered among the most damaging to the body when its production isn’t modulated.References for this information:Natural Product Research, November 2014, ePublicationPharmaceutical Biology, October 2013, pages 1,331-1,340Toxicological Research, December 2010, pages 321-327",3
MELIA AZADIRACHTA (CHINABERRY) LEAF EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/melia-azadirachta-leaf-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Antioxidants']",superstar,Latin term for the extract from the leaf of the neem plant.,3
MELIA AZADIRACHTA OIL,https://www.paulaschoice.com/ingredient-dictionary/sensitizing/melia-azadirachta.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Sensitizing'],icky,,0
MELIBIOSE,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/melibiose.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Replenishing'],goodie,Saccharide that can have good water-binding properties.,2
MELISSA OFFICINALIS,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/melissa-officinalis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",icky,,0
MENTHA ARVENSIS,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/mentha-arvensis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing']",icky,,0
MENTHA PIPERITA,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/mentha-piperita.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",icky,,0
MENTHA SPICATA,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/mentha-spicata.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",icky,,0
MENTHA VIRIDIS,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/mentha-viridis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",icky,,0
MENTHOL,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/menthol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",icky,"Derived from peppermint, menthol can have the same sensitizing effect as peppermint on skin. Despite its documented ability to sensitize skin, menthol is included in a surprisingly large number of products. Unfortunately, the cooling, refreshing sensation menthol causes is direct evidence that your skin is being sensitized, not soothed.
References for this information:
Archives of Dermatological Research, 1996, issue 5-6, pages 245-248
Somatosensory & Motor Research,1992, issue 3, pages 235-244",0
MENTHONE,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/menthone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",icky,Major constituent of peppermint.,0
MENTHOXYPROPANEDIOL,https://www.paulaschoice.com/ingredient-dictionary/fragrance-synthetic-and-fragrant-plant-extracts/menthoxypropanediol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",icky,"Synthetic derivative of menthol. Carries the same potential for sensitivity as menthol. Menthoxypropanediol is most often used in lip-plumping products.
References for this information:
Archives of Dermatological Research, 1996, issue 5-6, pages245-248
Somatosensory & Motor Research,1992, issue 3, pages 235-244",0
MENTHYL ANTHRANILATE,https://www.paulaschoice.com/ingredient-dictionary/sunscreen-actives/menthyl-anthranilate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Sunscreen Actives'],superstar,"Also known as meradimate, this is a synthetic sunscreen active is a partially effective UVA sunscreen, but because it only protects up to 336 nanometers, it does not make the grade for providing sufficient UVA protection on its own.This sunscreen active is one of several currently undergoing further safety testing under the purview of the United States Food and Drug Administration (FDA). This testing is to gain a better understanding of the systemic absorption, metabolism, and elimination of these sunscreen actives when small amounts enter the body via topical use. It’s important to know that the presence of this or other sunscreen actives in the body does not mean your health is at risk. It is anticipated that the additional testing being done will reaffirm the safety of these ingredients; however, those who remain concerned can choose sunscreens with mineral actives (titanium dioxide and zinc oxide) which are not included in the FDA’s new call for additional testing.Reference for this information: The Encyclopedia of Ultraviolet Filters, Allured, 2007, pages 148-149",3
MENTHYL LACTATE,https://www.paulaschoice.com/ingredient-dictionary/fragrance-synthetic-and-fragrant-plant-extracts/menthyl-lactate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",icky,"The ester of menthol and lactic acid, this ingredient is used as a cooling or flavoring agent and fragrance in cosmetics. This derivative of menthol is supposed to be less sensitizing than menthol, but there’s no substantiated, pubsliehd research supporting this notion.
Menthyl lactate may be synthetic, plant-derived, or animal-derived. 
Reference for this information:
Personal Care Product Council Ingredient Database, personalcarecouncil.org",0
MERADMIATE,https://www.paulaschoice.com/ingredient-dictionary/sunscreen-actives/meradmiate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Sunscreen Actives'],superstar,,3
METHANOL,https://www.paulaschoice.com/ingredient-dictionary/sensitizing/methanol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Sensitizing'],icky,,0
METHICONE,https://www.paulaschoice.com/ingredient-dictionary/silicones/methicone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Emollients', 'Slip Agents']",goodie,One of the simpler silicones due to its less complex molecular structure.,2
METHIONINE,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/methionine.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Replenishing']",goodie,,2
METHYLCHLOROISOTHIAZOLINONE,https://www.paulaschoice.com/ingredient-dictionary/preservatives/methylchloroisothiazolinone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Preservatives', 'Sensitizing']",icky,"In combination with methylisothiazolinone, it goes by the trade name Kathon CG (among others). Introduced into cosmetics in the mid-1970s, it elicited a great number of sensitizations in consumers. This led to it not being included in cosmetics other than rinse-off products. When combined with methylisothiazolinone, methylchloroisothiazolinone offers preservative benefit. This blend is used in many products instead of parabens, despite the fact that parabens have a better safety track record and lower incidence of causing a sensitizing reaction.",0
