Ingredient_name,Link,Rating,Rating_score,Irritancy,Comedogenicity,Functions,Quick_facts,Details
Geogard 111S,https://incidecoder.com/ingredients/sodium-dehydroacetate,No rating,-1,,,{'preservative': '/ingredient-functions/preservative'},,"['A helper ingredient that helps to make\xa0the products stay nice longer, aka\xa0preservative. It works mainly against fungi and has only milder effect against bacteria.', 'It is Ecocert and Cosmos approved, and is popular in natural products.']"
Geraniol,https://incidecoder.com/ingredients/geraniol,icky,0,,,{'perfuming': '/ingredient-functions/perfuming'},,"['Geraniol is a common fragrance ingredient. It smells like rose and can be found in rose oil or in small quantities in geranium, lemon and many other essential oils.', 'Just like other similar fragrance ingredients (like linalool and limonene) geraniol also oxidises on air exposure and becomes allergenic. Best to avoid if you have sensitive skin.']"
Geranylgeranylacetone,https://incidecoder.com/ingredients/teprenone,goodie,2,,,{'cell-communicating ingredient': '/ingredient-functions/cell-communicating-ingredient'},,"['An anti-aging active ingredient that\'s claimed by its manufacturer to fight ""all signs of aging"" from dehydration, damaged skin barrier, and redness to age spots, wrinkles, and even pores. It works by telomere (the protecting end part of the chromosomes that get shorter during chromosome replication) stabilization and DNA maintenance and is claimed to be able to expand cell lifespan by a third. It might also improve the tissue\xa0quality by optimizing cell communication and cell metabolism.', 'The manufacturer did a simple blind study of 24 participants to back up these rather extraordinary claims. They found that 3%\xa0Renovage cream used for 6 months increased skin moisturization by 30-58% for all panelists, improved barrier integrity by 19-46% for 75% of panelists and fade UVsunspotss by 42 to 56% for all panelists.', 'They also found that after 1 month 75% of the panelists showed an improvement in skin firmness (by 12-35%), elasticity (by 11-31%) and tone (by 19-45%). Renovage also helped skin surface smoothness (roughness on neckline improved by 36%), dilated pores (-17% after 1 month, -26% after 6 months) and skin redness (-30.5%).', ""Phew, that was a long list! The point is that\xa0Teprenone seems to be a promising fix-it-all kind of anti-aging ingredient\xa0though all this info comes from one small test made by the manufacturer, so at this point, it's more of a promise than a proven reality.""]"
German Chamomile Flower Extract,https://incidecoder.com/ingredients/chamomilla-recutita-flower-extract,goodie,2,0,0,"{'soothing': '/ingredient-functions/soothing', 'antioxidant': '/ingredient-functions/antioxidant'}",,"[""Chamomile\xa0probably needs no introduction as it's one of the most widely used medicinal herbs. You probably drink it regularly as a nice, calming cup of tea and it's also a regular on skincare ingredient lists."", 'Cosmetic companies use it mainly for its anti-inflammatory properties. It contains the terpenoids chamazulene and bisabolol both of which show great anti-inflammatory action in animal studies. On top of that chamomile also has some antioxidant activity (thanks to some other active ingredients called matricine, apigenin and luteolin).', ""Though chamomile is usually a goodie for the skin, it's also not uncommon to have an\xa0allergic reaction to it.""]"
German Chamomile Flower Oil,https://incidecoder.com/ingredients/chamomilla-recutita-flower-oil,goodie,2,,,{'soothing': '/ingredient-functions/soothing'},,"[""The essential oil coming from the German Chamomile. It's loaded with the famous anti-inflammatory agent, bisabolol (approx. 50%) and contains\xa05% of soothing, antiallergic and blue color giving chamazulene. It also contains about 120 other things,\xa0including 28 terpenoids and 36 flavonoids (including some antioxidants like\xa0quercetin)."", ""As for skincare, the essential oil is used mainly for it's anti-inflammatory and soothing properties.""]"
Ginger Root Extract,https://incidecoder.com/ingredients/zingiber-officinale-root-extract,goodie,2,,,"{'antioxidant': '/ingredient-functions/antioxidant', 'soothing': '/ingredient-functions/soothing', 'perfuming': '/ingredient-functions/perfuming'}",,"['The extract coming from ginger, the lovely spice that we all know from the kitchen. It is also a medicinal plant used both in Chinese and Ayurvedic medicine for pretty much everything you can imagine (muscular pain, sore throat, nausea, fever or cramps,\xa0 just to give a few examples).', 'As for ginger and skincare, the root extract contains the biologically active component called gingerol\xa0that has potent\xa0antioxidant and anti-inflammatory properties. Combined with Bisabolol,\xa0 the duo works synergistically to sooth the skin and take down redness.', 'Other than that, ginger also contains moisturizing polysaccharides,\xa0amino acids,\xa0and sugars, and it is also quite well known to increase\xa0blood circulation and have a toning\xa0effect.', 'Last but not least, Ginger also\xa0has some volatile, essential oil compounds (1-3%). Those are mostly present in ginger oil, but small amounts might be in the extract as well (around 0.5% based on manufacturer info).']"
Globularia Cordifolia Callus Culture Extract,https://incidecoder.com/ingredients/globularia-cordifolia-callus-culture-extract,goodie,2,,,{'soothing': '/ingredient-functions/soothing'},,"['Plant extract coming from the stem cell culture of\xa0heart-leaved globe daisy. It runs by the trade name Resistem and the manufacturer claims that it helps to reduce the level of pro-ageing agents and local micro-inflammation in the skin.', 'Tested on real people (in-vivo)\xa0Globularia Cordifolia Callus Culture Extract decreases skin redness (by 13.4% compared to placebo) and enhances natural skin glow (+ 9.2% compared to placebo).']"
Glucomannan,https://incidecoder.com/ingredients/glucomannan,goodie,2,,,{'moisturizer/humectant': '/ingredient-functions/moisturizer-humectant'},,"['Glucomannan is a\xa0polysaccharide (a big sugar molecule) coming from the Konjac plant. It has great water-absorbing capacity and is one of the key ingredients in the plumping and smoothing active called Ultra Filling Spheres by BASF.', 'The magic filling spheres have two active parts: a kind of LMW hyaluronic acid \xa0(<40 kDa) and the konjac root powder or glucomannan.\xa0The latter one is a big molecule (> 200 kDa) that has outstanding water-absorbing capacities. \xa0These two combined form\xa0small spheres which after drying, are transformed into the active spheres.', 'Thanks to their high hygroscopic properties, the spheres can expand rapidly\xa0in the presence of the skin’s water reserve and they can plump\xa0up the skin and reduce\xa0the appearance of fine lines and wrinkles.']"
Gluconolactone,https://incidecoder.com/ingredients/gluconolactone,superstar,3,,,"{'exfoliant': '/ingredient-functions/exfoliant', 'chelating': '/ingredient-functions/chelating'}","['It’s a polyhydroxy acid (PHA), that is often referred to as next generation AHA                                                    It gently lifts off dead skin cells form the skin surface making skin smooth and even                                                    In the long term it provides anti-aging benefits, like increased skin thickness and decreased wrinkles (though a tad less than even more proven superstar AHAs)                                                    It’s a great moisturizer and even helps to repair impaired skin barrier                                                    It’s antioxidant, and does not make your skin more sensitive to the sun                                                    It can be used even if your skin is very sensitive, rosacea prone or if you are post cosmetic procedure                        .']","['Gluconolactone is kind of an acid, even though you would probably not guess it from its name. It’s a PHA, or polyhydroxy acid. PHAs are close relatives to the famous AHAs, both in terms of similar chemical structure and similar effects on the skin. They are often marketed as new-generation AHAs. So if AHAs do not tell you anything, you can read all about them here. Go and read. We tell you, it’s worth the time.', 'So the main promise of gluconolactone (and also its brother, the other most often used PHA, lactobionic acid) is that it has comparable awesome skin benefits to AHAs but without the irritation as a side effect. Sounds great, right?', 'There was a study done in 2004 that compared a PHA skincare regimen and an AHA skincare regimen \xa0for 12 weeks focusing on irritation and anti-aging benefits. The result? PHAs scored much better at irritation, stinging and burning (and much better means of course much less), and they scored very similar for anti-aging, skin-smoothing effects. There were only two aspects where the AHAs scored a bit better: pinch recoil and skin sallowness.', 'Being gentle on the skin probably comes from the larger molecular size, that means less penetration and less irritation. In fact PHAs are so gentle that you can even use them if your skin is very sensitive (even if you have rosacea or atopic dermatitis) and they are also suggested post cosmetic procedure to prolong and enhance the skincare benefits.', 'Another area where PHAs excel is skin moisturization. They are better at that than AHAs and can help to repair the skin barrier. They are also shown to work successfully together and enhance the benefits of other actives, including azelaic acid for rosacea or hydroquinone for hyperpigmentation.', 'And that’s still not all. Gluconolactone also has antioxidant and chelating properties, which means that it can prevent oxidation of easily oxidised other things. Actually, it’s antioxidant effect is comparable to famous Vit C (though to be fair Vit C is awesome but not a particularly strong antioxidant in itself).', 'And one more super interesting study result: as opposed to AHAs that increase sun sensitivity, \xa0gluconolactone was shown not to do that. Not that we want to tell you not to use sunscreen if you use a gluconolactone exfoliant (please always use sunscreen!), but we thought this is interesting.', 'Bottom line: Gluconolactone is a superstar and especially if your skin is sensitive it’s a must try. It will smooth your skin, even out the skin tone and even give anti-aging benefits and all this without irritation. Yep, must try.']"
Glucose,https://incidecoder.com/ingredients/glucose,goodie,2,,,{'moisturizer/humectant': '/ingredient-functions/moisturizer-humectant'},,"[""A fancy name for sugar. Luckily when you put it on your skin it's good for you not like when you eat it. :) It has water-binding properties, which means that it helps to keep your skin nice and hydrated.""]"
Glutamic Acid,https://incidecoder.com/ingredients/glutamic-acid,No rating,-1,,,{'moisturizer/humectant': '/ingredient-functions/moisturizer-humectant'},,"['Glutamic acid is a little molecule and non-essential (our body can synthesize it) amino acid with the important job of\xa0being a neurotransmitter in the human body meaning\xa0that it helps your nervous system work correctly.', ""As for what it's doing in cosmetics, Glutamic acids'\xa0main thing (similar to other amino acids) is being a humectant moisturizer and skin-conditioning agent (sidenote: if you attach lots of glutamic acid molecules, you get polyglutamic acid that is claimed to be a better than hyaluronic acid humectant).\xa0It also seems to affect skin barrier repair, however, it is not clear-cut in which direction."", 'The complication is that glutamic acid has two\xa0distinct forms, L-glutamic acid and D-glutamic acid, that are the mirror images of each other (think of it like your left and right hand).\xa0Studies show that a topical application of L-glutamic acid on damaged skin delayed skin repair, while D-glutamic acid application sped up skin repair.\xa0As both forms are used by the industry, it is a bit uncertain what you are getting with just glutamic acid on the ingredient list\xa0(but if it is a\xa0\xa0Shiseido group product, it is probably the\xa0goodie D-form\xa0:)).', 'Other than that, Glutamic acid can also be used as a pH adjuster and can be processed via biological pathways into pyrrolidone carboxylic acid, the sodium salt of which is a goodie and one of your skin’s natural moisturizing factors.']"
Glutamylamidoethyl Imidazole,https://incidecoder.com/ingredients/glutamylamidoethyl-imidazole,goodie,2,,,{'cell-communicating ingredient': '/ingredient-functions/cell-communicating-ingredient'},,"['An\xa0anti-aging chronopeptide that mimics sun exposure activation of the circadian genes (they are essential in having a proper biorhythm).', ""The manufacturer recommends the ingredient for tired, stressed, jet-lagged skin or skin that lacks sun exposure. It's claimed to stimulate the skin's natural defense system and might help the\xa0skin to produce Vitamin D.""]"
Glycereth-26,https://incidecoder.com/ingredients/glycereth-26,No rating,-1,0,0,"{'moisturizer/humectant': '/ingredient-functions/moisturizer-humectant', 'emollient': '/ingredient-functions/emollient', 'viscosity controlling': '/ingredient-functions/viscosity-controlling'}",,"[""It's a nice glycerin-based humectant and emollient that gives skin a\xa0smooth and luxurious feel.""]"
Glycereth-7 Trimethyl Ether,https://incidecoder.com/ingredients/glycereth-7-trimethyl-ether,No rating,-1,,,{'emollient': '/ingredient-functions/emollient'},,"['A light yellow liquid ester that gives a slightly dry, silky emollience on the skin. Its unique property is that it is both water-soluble as well as castor oil soluble. This dual solubility is a rare\xa0trait\xa0that enables the addition of water into waterless formulas, such as lipsticks or balms.', 'Glycereth-7 Trimethyl Ether is also very pH stable and dissolves salicylic acid so it can be a nice helper ingredient in alcohol-free (alcohol is a very good solvent for SA) salicylic acid formulas.']"
Glycerin,https://incidecoder.com/ingredients/glycerin,superstar,3,0,0,"{'skin-identical ingredient': '/ingredient-functions/skin-identical-ingredient', 'moisturizer/humectant': '/ingredient-functions/moisturizer-humectant'}","['A natural moisturizer that’s also in our skin                                                     A super common, safe, effective and cheap molecule used for more than 50 years                                                    Not only a simple moisturizer but knows much more: keeps the skin lipids between our skin cells in a healthy (liquid crystal) state, protects against irritation, helps to restore barrier                                                    Effective from as low as 3% with even more benefits at higher concentrations up to 20-40% (around 10% is a good usability-effectiveness sweet spot)                                                    High-glycerin moisturizers are awesome for treating severely dry skin                        .']","['Glycerin doesn’t sound very glamorous but it is a real oldie but a goodie. It’s been used in cosmetics for more than \xa050 years and it’s a totally natural ingredient that’s also in the outermost layer of our skin (called stratum corneum - SC).', 'It’s a so-called humectant type of moisturiser meaning that it helps our skin to cling onto water. A 2005 study has shown that glycerin levels correlate with skin hydration levels, so more glycerin means better hydrated skin.', 'As newer studies examine glycerin it turns out more and more that it’s not just a simple humectant but also does some other important things:', 'What this all means is that glycerin is a real superstar and helps to maintain the healthy state of our skin in several ways.', 'And there is even more. If your skin is severely dry, you have to read this. A large-scale study done with 394 guys and girls with dry skin compared two high-glycerin (containing 25% and 40% glycerin) moisturizers to 16 other popular moisturizers on the market (that had less than 6% glycerin). The two high-glycerin ones won hands down. They had superior, quick-acting hydrating properties and they also seemed to create a “reservoir” of moisture-holding ability in the skin. This means that even after not using the high-glycerin moisturizer the skin stayed hydrated longer compared to all the other low glycerin moisturizers.', 'You might think now that this is sooo awsome I will go to the pharmacy right now buy some glycerin and put it on my face. Well, do not do that. 100% pure glycerin is not good for the skin either. Too much glycerin (and in general humectants) might attract water out of the lower layers of the skin. That’s a problem because once water is in the upper layer some of it will evaporate. It’s called trans-epidermal-water-loss (TEWL). If too much TEWL happens your skin becomes dry. :(', 'This is confirmed by a study too: skin treated to 99.7% glycerin for 5 days showed that after the treatment the SC (do you remember? it’s the outermost layer of the skin) was not visibly different from the untreated control. The same study also examined skin treated with a 25% glycerin lotion and there the SC had a visibly different, expanded - in other words more hydrated - appearance.', 'So the thing to know about the optimal amount of glycerin is this: it is an effective molecule already from 3% (even from 1%, at least when\xa0combined with skin lipids), and the benefits tend to increase up until 20-40%. Around 10%, glycerin seems to have a reals sweet spot\xa0in terms of effects and usability. This amount is still possible to formulate into a relatively light, non-sticky and not too heavy formula (yes, glycerin is sticky and high % is really hard to formulate into a cosmetically elegant formula) but 10% also shows all the great therapeutic effects including effective moisturization with a reservoir effect, protecting against irritation, maintaining a healthy skin barrier and making the skin just smooth and plump.', 'So bottom line: glycerin is a real goodie and far more than a simple moisturizer. In our opinion, it is an underappreciated superstar that deserves more spotlight that it is currently getting.']"
Glycerol,https://incidecoder.com/ingredients/glycerin,superstar,3,0,0,"{'skin-identical ingredient': '/ingredient-functions/skin-identical-ingredient', 'moisturizer/humectant': '/ingredient-functions/moisturizer-humectant'}","['A natural moisturizer that’s also in our skin                                                     A super common, safe, effective and cheap molecule used for more than 50 years                                                    Not only a simple moisturizer but knows much more: keeps the skin lipids between our skin cells in a healthy (liquid crystal) state, protects against irritation, helps to restore barrier                                                    Effective from as low as 3% with even more benefits at higher concentrations up to 20-40% (around 10% is a good usability-effectiveness sweet spot)                                                    High-glycerin moisturizers are awesome for treating severely dry skin                        .']","['Glycerin doesn’t sound very glamorous but it is a real oldie but a goodie. It’s been used in cosmetics for more than \xa050 years and it’s a totally natural ingredient that’s also in the outermost layer of our skin (called stratum corneum - SC).', 'It’s a so-called humectant type of moisturiser meaning that it helps our skin to cling onto water. A 2005 study has shown that glycerin levels correlate with skin hydration levels, so more glycerin means better hydrated skin.', 'As newer studies examine glycerin it turns out more and more that it’s not just a simple humectant but also does some other important things:', 'What this all means is that glycerin is a real superstar and helps to maintain the healthy state of our skin in several ways.', 'And there is even more. If your skin is severely dry, you have to read this. A large-scale study done with 394 guys and girls with dry skin compared two high-glycerin (containing 25% and 40% glycerin) moisturizers to 16 other popular moisturizers on the market (that had less than 6% glycerin). The two high-glycerin ones won hands down. They had superior, quick-acting hydrating properties and they also seemed to create a “reservoir” of moisture-holding ability in the skin. This means that even after not using the high-glycerin moisturizer the skin stayed hydrated longer compared to all the other low glycerin moisturizers.', 'You might think now that this is sooo awsome I will go to the pharmacy right now buy some glycerin and put it on my face. Well, do not do that. 100% pure glycerin is not good for the skin either. Too much glycerin (and in general humectants) might attract water out of the lower layers of the skin. That’s a problem because once water is in the upper layer some of it will evaporate. It’s called trans-epidermal-water-loss (TEWL). If too much TEWL happens your skin becomes dry. :(', 'This is confirmed by a study too: skin treated to 99.7% glycerin for 5 days showed that after the treatment the SC (do you remember? it’s the outermost layer of the skin) was not visibly different from the untreated control. The same study also examined skin treated with a 25% glycerin lotion and there the SC had a visibly different, expanded - in other words more hydrated - appearance.', 'So the thing to know about the optimal amount of glycerin is this: it is an effective molecule already from 3% (even from 1%, at least when\xa0combined with skin lipids), and the benefits tend to increase up until 20-40%. Around 10%, glycerin seems to have a reals sweet spot\xa0in terms of effects and usability. This amount is still possible to formulate into a relatively light, non-sticky and not too heavy formula (yes, glycerin is sticky and high % is really hard to formulate into a cosmetically elegant formula) but 10% also shows all the great therapeutic effects including effective moisturization with a reservoir effect, protecting against irritation, maintaining a healthy skin barrier and making the skin just smooth and plump.', 'So bottom line: glycerin is a real goodie and far more than a simple moisturizer. In our opinion, it is an underappreciated superstar that deserves more spotlight that it is currently getting.']"
Glyceryl Acrylate/ Acrylic Acid Copolymer,https://incidecoder.com/ingredients/glyceryl-acrylate-acrylic-acid-copolymer,No rating,-1,,,"{'moisturizer/humectant': '/ingredient-functions/moisturizer-humectant', 'viscosity controlling': '/ingredient-functions/viscosity-controlling'}",,"['Glyceryl acrylate/acrylic acid copolymer\xa0is the fancy word for a common polymer (big molecule from repeated subunits), namely polyacrylic acid (aka carbomer when it comes to cosmetics) with glycerin\xa0attached to it in some places.', 'The main thing of this polymer\xa0is that it forms a hydrogel (trade named Lubrajel) that can sit on top of the skin and provide moisturizing, water-soluble ingredients such as glycerin\xa0to the skin.\xa0Think of it as a very thin, wet sponge that a cosmetic manufacturer can fill with good ingredients for your skin.\xa0It also works as a thickening agent (remember, it is a carbomer type of molecule), and can provide the skin with a nice slippery\xa0feel. It can also draw water to the skin (thank you, pendant glycerol groups!), providing skin hydration.', 'Also, don’t let people scare you into thinking polyacrylic acid is dangerous because of the toxicity of acrylic acid. Since acrylic acid is dangerous due to its ability to absorb into the skin (since it’s small), when you chain them together into a polymer (which is big), this danger is no longer significant.']"
Glyceryl Behenate,https://incidecoder.com/ingredients/glyceryl-behenate,No rating,-1,,,"{'emollient': '/ingredient-functions/emollient', 'emulsifying': '/ingredient-functions/emulsifying'}",,"['The combination of glycerin + behenic acid that comes either in a fine powder or waxy solid form. Together with the di- and triglyceride of behenic acid, the trio has remarkable gelling properties helping cosmetic chemists to create ultra-soft and non-tacky waterfree gels. They also have great emulsion stabilizing properties, and work as\xa0high-performance compacting agents for makeup products that come in the form of pressed powders.', ""It's also vegetable origin, and Ecocert certified.""]"
Glyceryl Behenate/ Eicosadioate,https://incidecoder.com/ingredients/glyceryl-behenate-eicosadioate,No rating,-1,,,"{'emollient': '/ingredient-functions/emollient', 'emulsifying': '/ingredient-functions/emulsifying'}",,"['A waxy, solid, white stuff that is used as an oil gelling agent to create smooth, nice gel textures. The recommended use level is 2-5% according to the manufacturer.']"
Glyceryl Caprylate,https://incidecoder.com/ingredients/glyceryl-caprylate,No rating,-1,,,"{'emollient': '/ingredient-functions/emollient', 'emulsifying': '/ingredient-functions/emulsifying'}",,"['A 100% plant derived, natural (Ecocert approved) multi-functional ingredient that has emollient and moisturizing properties, can work as a co-emulsifier (meaning that next to other emulsifiers it can help water and oil to mix) \xa0and even more importantly has a strong antimicrobial activity.', 'Thanks to this last thing, it allows a lower percentage of traditional preservative or it might even be able to completely\xa0replace them.']"
Glyceryl Dibehenate,https://incidecoder.com/ingredients/glyceryl-dibehenate,No rating,-1,,,{'emollient': '/ingredient-functions/emollient'},,"['The combination of glycerin + two behenic acid molecules that works as an oil-gelling agent, emulsion stabilizer, and high-performance compacting agent in pressed powders. We wrote a bit more at its little sis,\xa0glyceryl behenate.']"
Glyceryl Laurate,https://incidecoder.com/ingredients/glyceryl-laurate,No rating,-1,,,"{'emollient': '/ingredient-functions/emollient', 'emulsifying': '/ingredient-functions/emulsifying'}",,"['A glycerin\xa0and lauric acid derived multi-functional ingredient that works as a co-emulsifier (helps water and oil to mix\xa0together next to other emulsifiers), emollient (makes skin nice and smooth) and anti-microbial agent (preservative booster). It also has some thickening and refatting properties in cleansing formulas.']"
Glyceryl Oleate,https://incidecoder.com/ingredients/glyceryl-oleate,No rating,-1,,,"{'emollient': '/ingredient-functions/emollient', 'emulsifying': '/ingredient-functions/emulsifying', 'perfuming': '/ingredient-functions/perfuming'}",,"['The attachment of glycerin and\xa0oleic acid that works mainly as a co-emulsifier and stabilizer to create stable water-oil mixes, aka emulsions. It is also popular in cleansing products as it helps to thicken them up and has some refatting and skin-smoothing effect.']"
Glyceryl Stearate,https://incidecoder.com/ingredients/glyceryl-stearate,No rating,-1,0,2020-01-02 00:00:00,"{'emollient': '/ingredient-functions/emollient', 'emulsifying': '/ingredient-functions/emulsifying'}",,"['A super common, waxy, white, solid stuff that helps water and oil to mix together, gives body to creams and leaves the skin feeling soft and smooth.', 'Chemically speaking, it is the attachment of a glycerin molecule to the fatty acid called\xa0stearic acid. It can be produced from most vegetable oils (in oils three fatty\xa0acid\xa0molecules are attached to glycerin instead of just one like here) in a pretty simple, ""green"" process that is similar to soap making. It\'s readily biodegradable.', 'It also occurs naturally in our body and is used as a food additive. As cosmetic chemist\xa0Colins writes it, ""its safety really is beyond any doubt"".']"
Glyceryl Stearate Citrate,https://incidecoder.com/ingredients/glyceryl-stearate-citrate,No rating,-1,,,"{'emollient': '/ingredient-functions/emollient', 'emulsifying': '/ingredient-functions/emulsifying'}",,"['Glyceryl stearate citrate is similar to the super common skincare ingredient glyceryl stearate, and is similarly used to help combine waters and oils (emulsifier) and to make your skin feel nice and soft (emollient).', 'The main difference between glyceryl stearate citrate and its cousin glyceryl stearate is that this one has a citric acid molecule also attached to its glycerin. This makes it what chemists call a diacylglycerol, which is a fancy word for two acids (in this case, citric acid and stearic acid) attached together with a glycerin bridge. But when it comes to cosmetics, all you need to know is that both glyceryl stearate citrate and glyceryl stearate are safe, tried and true emulsifiers. Expect to see them in formulas\xa0with both water-based and oil-based ingredients (think moisturizers and lotions).']"
Glyceryl Stearate SE,https://incidecoder.com/ingredients/glyceryl-stearate-se,No rating,-1,2,3,{'emulsifying': '/ingredient-functions/emulsifying'},,"['An oily kind of ingredient that can magically blend with water all by itself. This is called self-emulsifying and SE in its name stands for that.', 'The difference between ""normal""\xa0Glyceryl Stearate\xa0and this guy is that the SE grade contains a small amount of water-loving soap molecules, such as\xa0sodium\xa0stearate. This increases Glyceryl Stearate\'s affinity for water and gives it stronger emulsifying abilities.', 'Other than that, it’s a nice emollient that gives a smooth and soft appearance to the skin.', 'You can read some more at\xa0Glyceryl Stearate >>']"
Glycine,https://incidecoder.com/ingredients/glycine,goodie,2,,,{'skin-identical ingredient': '/ingredient-functions/skin-identical-ingredient'},,"['A non-essential amino acid (the building blocks of skin proteins, like collagen or elastin), that the body can produce itself, but its production decreases with age. When you put it all over your face, it works as a moisturizer and maybe more.', 'According to great skincare blog\xa0Futurederm, glycine might help with wound healing and tissue repair and when used together with other amino acids,\xa0leucine and proline it might improve wrinkles.', ""BTW, it's also a building block of a bunch of important and famous peptides, including copper-tripeptide-1, palmitoyl tripeptide-1 or palmitoyl\xa0hexapeptide-12.""]"
Glycine Soja Oil,https://incidecoder.com/ingredients/glycine-soja-oil,goodie,2,0,3,"{'emollient': '/ingredient-functions/emollient', 'perfuming': '/ingredient-functions/perfuming'}",,"['The emollient plant oil coming from the soybean. It is considered to be a nice, cost-effective base oil with moisturizing properties. As for its fatty acid profile, it contains 48-59% barrier-repairing linoleic acid, 17-30% nourishing oleic acid and also some (4.5-11%) potentially anti-inflammatory linolenic acid.']"
Glycine Soja Seed Extract,https://incidecoder.com/ingredients/glycine-soja-seed-extract,goodie,2,,,"{'antioxidant': '/ingredient-functions/antioxidant', 'skin brightening': '/ingredient-functions/skin-brightening', 'soothing': '/ingredient-functions/soothing', 'emollient': '/ingredient-functions/emollient'}",,"['When you hear the word Soy, you probably associate it with soy sauce or tofu, not skincare. But as it turns out, the soybean has a bunch of useful active components and soybean extract is an interesting cosmetic ingredient with a wide range of possible effects.', 'Its main active components are antioxidant phenolic acids and flavonoids\xa0as well as small and large soy proteins. The large proteins give soybean extract nice skin smoothing and softening properties, while the small proteins (soybean trypsin inhibitor (STI) and Bowman-Birk inhibitor (BBI)) are thought to inhibit skin pigmentation\xa0and\xa0delay hair regrowth.', 'Regarding skin pigmentation, the soybean extract works by hindering melanosome transfer, meaning it blocks the melanin pigment from traveling up to the surface of the skin and becoming visible there. This is useful for most pigmentation situations\xa0but, if you have melasma, soy is not for you\xa0as melasma is\xa0estrogen-mediated and soy is a well-known\xa0phytoestrogen.', 'The most famous and bioactive flavonoids in soybeans are the isoflavones called genistein and\xa0diadzein\xa0that have potent antioxidant and anti-inflammatory properties.\xa0Genistein is also proven to inhibit UV induced redness in human skin. These isoflavones are also the ones that make soy a\xa0phytoestrogen, meaning they have a (weak) estrogenic effect. Topical estrogen is known to decrease skin thinning and collagen loss and soy might be able to do the same, especially during and after menopause when natural estrogen levels run low.', 'There is also some promising, but as yet not in-vivo (done on real people), research that soybean extract can stimulate both elastin and collagen synthesis and\xa0thus lead to\xa0healthier, younger-looking skin.', 'Overall, soybean extract is a promising and multi-functional active, a nice addition to most ingredient lists.']"
Glycol Distearate,https://incidecoder.com/ingredients/glycol-distearate,No rating,-1,,,"{'emollient': '/ingredient-functions/emollient', 'emulsifying': '/ingredient-functions/emulsifying', 'viscosity controlling': '/ingredient-functions/viscosity-controlling'}",,['A so-called diester created from two stearic acid molecules and an ethylene glycol molecule.\xa0Its main thing is being an opacifier and pearling agent in cleansing products making them white and glossy. It can also give body to creams and emulsions.']
