,name,link,category,rating,discription
893,kola nut,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/kola-nut.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing']",Average,"One of the major components of the kola nut is caffeine, which in high amounts can be a skin sensitizer."
894,kudzu root,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/kudzu-root.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best,"Source of isoflavone, genistein, and daidzein. It can be a potent antioxidant.
References for this information:
Phytochemistry, June 2002, pages 205–211
Journal of Alternative Complementary Medicine, 1997, pages 7–12"
895,kukui nut oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/kukui-nut-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Best,"Also known as candlenut or candleberry oil, this non-fragrant plant oil is found throughout India and Indonesia. Research has shown it has skin-soothing benefits."
896,lactic acid,https://www.paulaschoice.com/ingredient-dictionary/exfoliant/lactic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Exfoliant'],Best,"Alpha hydroxy acid (AHA) extracted from milk, although most forms used in cosmetics are synthetic because that form is easier to formulate with and stabilize.In a pH-correct formula (generally a product would have a pH between 3 and 4) and in concentrations between 5 and 12%, lactic acid exfoliates on the surface of skin by breaking down the material that holds dead skin together, allowing it to shed naturally as it once did. Lactic acid may cause sensitivity, although this isn’t common and can be minimized, if not eliminated, if the formulation contains soothing ingredients.Lactic acid also has hydrating properties and, like glycolic acid (another AHA), helps brighten an uneven skin tone. Reference for this information:Journal der Deutschen Dermatologischen Gesellschaft, 2012, issue 7, pages 488-491Clinical, Cosmetic, and Investigational Dermatology, November 2010, pages 135-142Journal of the American Academy of Dermatology, September 1996 pages 388-391Archives of Dermatology, June 1996, pages 631-636"
897,Lactobacillus/rye flour ferment,https://www.paulaschoice.com/ingredient-dictionary/hydration/lactobacillus-rye-flour-ferment.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Hydration'],Best,"Lactobacillus/rye flour ferment is a non-living probiotic made by fermenting rye flour with the microorganism Lactobacillus that’s used to create sourdough bread. In cosmetics, it works as a humectant to draw and hold moisture to skin, helps to balance the natural flora that populate skin’s surface, aids in visibly repairing skin’s barrier, improves signs of dry skin conditions, and can have a calming action. As probiotic Lactobacillus rye flour ferment breaks down on skin, it creates lactic acid, a postbiotic ingredient with many benefits for skin. References for this information: Journal of the European Academy of Dermatology and Venereology, December 2016, pages 2,038-2,047 PLoS One, February 2016, ePublication; and April 2014, ePublication SOFW Journal, March 2014, pages 2-9"
898,Lactobacillus ferment,https://www.paulaschoice.com/ingredient-dictionary/hydration/lactobacillus-ferment.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Hydration'],Best,"A lab-created, non-living probiotic ingredient made by fermentation of the microorganism Lactobacillus. Applied to skin, it’s been shown to have a potent soothing effect that in turn strengthens skin’s ability to defend itself from aggressors. Research has also revealed that this ferment may play a role in helping skin’s microbiome to maintain a healthy mix of flora, a benefit that may reduce the risk or visible severity of several common, often uncomfortable skin conditions. References for this information: Fermentation, May 2019, ePublication Healthcare, May 2018, ePublication International Journal of Women’s Dermatology, June 2015, pages 85-89"
899,lactobionate,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/lactobionate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Replenishing'],Good,Polysaccharide that has water-binding properties for skin.
900,lactobionic acid,https://www.paulaschoice.com/ingredient-dictionary/exfoliant/lactobionic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Exfoliant'],Best,
901,lactoperoxidase,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/lactoperoxidase.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Best,"Enzyme derived from milk that has unique properties to restore skin's surface flora as well as in the pore.
Reference for this information:
Journal of Applied Microbiology, May 2006, pages 1034–1042"
902,lady's mantle extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lady%27s-mantle-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Miscellaneous']",Poor,
903,lady's thistle (milk thistle) extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lady%27s-thistle-%28milk-thistle%29-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts', 'Skin-Restoring']",Best,"Also known as milk thistle, this extract has a great deal of research showing it has many applications, owing to the skin-soothing, restorative, and antioxidant effects of its main chemical seed constituent, silymarin.References for this information: Molecules, March 2019, ePublication Journal of Cosmetic Dermatology, August 2018, pages 263-270 Archives of Dermatological Research, July 2018, pages 413-424 International Journal of Oncology, May 2010, pages 1,053–1,060 Clinics in Dermatology, September-October 2009, pages 479–484 Photochemistry and Photobiology, March-April 2008, pages 266–271"
904,Lagerstroemia indica extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lagerstroemia-indica-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Average,No research shows this plant as having any benefit for skin.
905,Laminaria digitata,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/laminaria-digitata.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Thickeners/Emulsifiers', 'Plant Extracts', 'Texture Enhancer']",Good,
906,Laminaria longicruris,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/laminaria-longicruris.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Texture Enhancer', 'Plant Extracts', 'Thickeners/Emulsifiers', 'Emollients']",Good,
907,Laminaria ochroleuca extract,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/laminaria-ochroleuca-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Good,"The Latin name for a species of kelp, also known as brown seaweed. Applied topically, it helps soothe and, like all forms of seaweed, has some amount of moisture-binding properties.
References for this information:
Journal of the European Academy of Dermatology and Venereology, September 2007, pages 1,124-1,125
Biomedical Chromotography, April 2004, pages 183-190"
908,Laminaria sacharrina,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/laminaria-sacharrina.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Plant Extracts', 'Thickeners/Emulsifiers']",Good,
909,Lamium album flower extract,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/lamium-album-flower-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best,"A species of the nettle plant that is used topically as an skin-soothing owing to its saponin content. This plant also functions as an antioxidant.
Reference for this information:
Fitoterapia, July 2006, pages 346–353"
910,lanolin,https://www.paulaschoice.com/ingredient-dictionary/emollients/lanolin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Skin-Replenishing']",Good,"Emollient, very thick substance derived from sheep. Lanolin has long been burdened with a reputation for being a sensitizing agent, which has always been a disappointment to formulators because lanolin is such an effective moisturizing ingredient. 
A study in the British Journal of Dermatology concluded “that lanolin sensitization has remained at a relatively low and constant rate even in a high-risk population.” Based on a review of 24,449 patients who were tested with varying forms of lanolin, it turned out that “The mean annual rate of sensitivity was 1.7%”—and it was lower than that for a 50% concentration of lanolin. The amounts of lanolin used in products like facial and body moisturizers are much less than this, so the risk, if any, is negligible. 
Lanolin is a very good ingredient for someone with dry skin, though it can be a problem for someone with oily or breakout-prone skin. Also, as an animal-derived ingredient, lanolin is sometimes viewed as less favorable in comparison to synthetic or plant-derived alternatives. 
Reference for this information:
Dermatitis, March-April 2008, pages 63-72
British Journal of Dermatology, 2001, issue 1, 28-31"
911,lanolin alcohol,https://www.paulaschoice.com/ingredient-dictionary/emollients/lanolin-alcohol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Skin-Replenishing']",Good,"Emollient derived from lanolin. Despite the “alcohol” in the name, this ingredient is not a skin sensitizer. Instead, it’s a fatty alcohol that can greatly benefit dry skin because it helps defend against moisture loss and maintain a supple feel on skin."
912,lappa extract,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/lappa-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Good,
913,Larrea divaricata extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/larrea-divaricata-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good,
914,Larrea tridentata,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/larrea-tridentata.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good,
915,L-ascorbic acid,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/l-ascorbic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Vitamins', 'Antioxidants']",Best,"Form of vitamin C that is a potent antioxidant and skin-soothing agent and can improve the appearance of signs of aging and help brighten an uneven skin tone. L-ascorbic acid is often labelled as the INCI compliant “ascorbic acid” on ingredient lists, but there is no difference between the two—they refer to the same ingredient. References for this information:Indian Dermatology Online Journal, 2013, issue 2, pages 143-146Dermatological Surgery, 2005, issue 7 part 2, pages 814-818Dermatological Surgery, 2001, issue 2, pages 137-142"
916,lauramphocarboxyglycinate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/lauramphocarboxyglycinate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,Mild cleansing agent.
917,laurdimonium hydroxypropyl hydrolyzed soy protein,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/laurdimonium-hydroxypropyl-hydrolyzed-soy-protein.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Good,
918,laurdimonium hydroxypropyl hydrolyzed wheat protein,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/laurdimonium-hydroxypropyl-hydrolyzed-wheat-protein.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Good,
919,laureth-23,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/laureth-23.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Cleansing Agents', 'Texture Enhancer']",Good,"Derived from lauryl alcohol and used either as a cleansing agent or texture enhancer (or, in many cases, as both)."
920,laureth-4,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/laureth-4.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Texture Enhancer', 'Cleansing Agents']",Good,"Derived from lauryl alcohol and used either as a cleansing agent or texture enhancer (or, in many cases, as both)."
921,laureth-7,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/laureth-7.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Cleansing Agents']",Good,"Form of lauryl alcohol (a non-sensitizing fatty alcohol derived from coconut oil) that can function as a cleansing agent and texture enhancer. Despite information found on the Internet, there’s no substantiated evidence that this ingredient is problematic for oily skin."
922,laureths,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/laureths.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,Substances that in various combinations create a wide range of mild cleansing agents.
923,lauric acid,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/lauric-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Replenishing', 'Cleansing Agents']",Best,"One of several fatty acids found in coconut oil and other natural fats, lauric acid has multiple uses in cosmetics. Its natural bay leaf-like scent can be used in high amounts to add fragrance to products, but it’s more often used as a base for cleansing agents, and, increasingly, for its skin-soothing actions. Some studies have shown it can also have antimicrobial activity.
Reference for this information:
Biomaterials, October 2009, pages 6035-6040"
924,lauroyl lysine,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/lauroyl-lysine.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Good,"Amino acid derivative that functions as a skin-softening and hair-conditioning agent. It also contributes to a product’s texture by helping to gel the solvents, while also remaining stable under high heat conditions.
Reference for this information:
Organic & Biomolecular Chemistry, 2003, issue 22, pages 4125-4134"
925,Laurus nobilis,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/laurus-nobilis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Plant Extracts']",Poor,
926,lauryl alcohol,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/lauryl-alcohol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,
927,lauryl glucoside,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/lauryl-glucoside.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,
928,lauryl lactate,https://www.paulaschoice.com/ingredient-dictionary/fragrance-synthetic-and-fragrant-plant-extracts/lauryl-lactate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Fragrance: Synthetic and Fragrant Plant Extracts', 'Emollients']",Good,Mixture of lauryl alcohol and lactic acid that functions as a skin-softening agent and emollient; also used to impart fragrance.
929,lauryl laurate,https://www.paulaschoice.com/ingredient-dictionary/emollients/lauryl-laurate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Texture Enhancer']",Best,"An ester of lauryl alcohol and lauric acid, lauryl laurate is an emollient ingredient that can help bioactive ingredients better integrate with skin’s surface. It is considered safe as used in cosmetics.
 
References for this information: 
Drug Delivery and Translational Research, April 2017, pages 333-435
Chemical and Pharmaceutical Bulletin, Volume 64, No. 11, 2016, pages 1,597-1,606
http://www.cir-safety.org/sites/default/files/alkyle032013rep.pdf"
930,lauryl PEG-9 polydimethylsiloxyethyl dimethicone,https://www.paulaschoice.com/ingredient-dictionary/emulsifiers/lauryl-peg-9-polydimethylsiloxyethyl-dimethicone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emulsifiers', 'Miscellaneous', 'Texture Enhancer', 'Thickeners/Emulsifiers']",Good,"A silicone polymer that has multiple functions in cosmetic products, including skin/hair softening and texture enhancer."
931,lavandin oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lavandin-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,"Essential oil of the hybrid lavender plant Lavandula hybrida and used in cosmetics as a fragrance ingredient. Its sensitizer potential for skin is similar to that of lavender oil and camphor. Lavandin yields four times more oil per volume of plants than true lavender, but it is of inferior quality and has a distinct camphor scent. It is not used in perfumery, but instead to scent soaps, air fresheners, and similar items."
932,Lavandula angustifolia,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lavandula-angustifolia.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,
933,Lavandula officinalis,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lavandula-officinalis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,
934,lavender extract and oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lavender-extract-and-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,"Widely used plant that’s a member of the mint family. May be listed by its Latin names Lavandula angustifolia or Lavandula officinalis. Primarily a fragrance ingredient, it may have beneficial properties for skin but is also a potential sensitizer due to its fragrance components. The oil form is more likely to aggravate skin than the extract form, especially if you can detect lavender’s distinctive scent.In-vitro research indicates that components of lavender oil, specifically linalool and linalyl acetate, can have damaging effects on skin in as low a concentration as 0.25%. When exposed to air, these components oxidize, meaning their potential for causing a reaction increases. If you’re wondering why lavender oil doesn’t appear to be problematic for some people, it’s because research has demonstrated that you don’t always need to immediately see or feel the sensitizing effects for your skin to suffer damage. References for this information: British Journal of Dermatology, August 2014, pages 292-297 Skin Pharmacology and Physiology, May 2008, pages 191-202 Contact Dermatitis, April 2008, pages 143-150 and January 2008, pages 9-14 Cell Proliferation, June 2004, pages 221-229 Journal of the Society of Cosmetic Chemists, January-February 1992, pages 49-54"
935,L-cysteine,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/l-cysteine.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Good,
936,lecithin,https://www.paulaschoice.com/ingredient-dictionary/emollients/lecithin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Skin-Replenishing']",Best,"Phospholipid found in egg yolks and plants. Widely used in cosmetics as an emollient and water-binding agent. Lecithin also has skin-restoring ability.
Reference for this information:
International Journal of Toxicology, 2001, volume 20, issue S1, pages 21-45"
937,lemon,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lemon.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,"Citrus fruit that’s a potent skin sensitizer.The juice from lemon is often touted as being a natural option for brightening skin. The truth is that lemon juice is highly acidic (has a very low pH of 2) and exceedingly sensitizing to skin. Lemon juice applied to skin can cause photosensitivty on exposure to sunlight, which is due to a volatile fragrance chemical known as limonene, which is abundant in lemon juice. Lemon, whether in juice or oil form, is a must to avoid in cosmetics. 

Reference for this information:
Journal of American Academy of Dermatology, 2002, issue 5, pages 709-714"
938,lemon balm,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lemon-balm.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,
939,lemongrass extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lemongrass-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,"Extract that can have beneficial properties, but it also may be a skin sensitizer.
Reference for this information:
 Journal of Applied Microbiology, 2000, volume 88, pages 308–316"
940,lemongrass oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lemongrass-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,"Also known as Oil of Verbena. As a volatile fragrant oil, it contains compounds (including limonene and citral) that can cause sensitivity when applied to skin.
Reference for this information:
Phytomedicine, 2002, issue 3, 259-262"
941,lemon juice,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lemon-juice.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Sensitizing']",Poor,"The juice from the citrus fruit lemon, often touted in the world of skin care as being a natural option for brightening skin. The truth is that lemon juice is highly acidic, with a very low pH that's exceedingly sensitizing to skin. Lemon juice has a pH of 2, and comparing an ingredient with that pH to just one number up (that being pH 3) is like the difference between a minor tremor in the ground and a catastrophic earthquake. Lemon juice applied to skin can cause photosensitivity, which is due to a volatile fragrance chemical known as limonene, which is abundant in lemon juice. Bottom line: There's no research showing that lemon juice has a positive effect on brightening an uneven skin tone, yet it's clear this ingredient is a potent skin sensitizer. Given its antioxidant content, lemon juice has its benefits, but far better to consume it orally than apply it topically."
942,lemon oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lemon-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,"Commonly used citrus oil that can be a skin sensitizer, especially on abraded skin. Lemon oil has limited research proving any benefits for skin. As with many fragrant oils, lemon oil has antioxidant components that can be beneficial, but there’s no valid reason to tolerate the bad to get the good.
Lemon oil contains numerous fragrance chemicals that can cause a reaction when on skin that’s subsequently exposed to sunlight. Examples of the fragrance chemicals in lemon oil include limonene, bergapten, and oxypeucedanin. Although it smells great, fragrance is not skincare! The major fragrance chemical in lemon oil is limonene.
References for this information:
Toxicology In Vitro, 2010, issue 8, 2084-2089
Acta Dermato Venereological, 2007, issue 4, pages 312-316
Archives of Dermatological Research, 1985, issue 1, pages 31-36"
943,lentil fruit extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lentil-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts', 'Skin-Softening']",Good,"Extract from the plant Lens esculenta that functions as a skin-softening agent and likely has antioxidant benefit, too."
944,Lentinus edodes extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lentinus-edodes-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Antioxidants']",Average,"Extract from the shiitake mushroom that may have beneficial properties, although it could be a potential skin sensitizer."
945,Leontopodium alpinum (edelweiss) extract,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/leontopodium-alpinum-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best,"Edelweiss is a plant extract whose constituents are capable of providing antioxidant and skin-soothing benefit for skin. Edelweiss contains lignans, one of the constituents that have a natural skin-calming benefit. Edelweiss also contains a compound known as leontopodic acid, which research has shown strengthens skin’s barrier and helps reduce signs of sensitivity. In doing so, it helps skin’s surface become more resistant to environmental aggressors, including some types of airborne pollutants.  References for this information: Cosmetics, December 2017, page 7 Future Science OA, November 2017, ePublication Journal of Natural Products, June 2016, pages 1,651-1,657"
946,Leptospermum scoparium oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/leptospermum-scoparium-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Antioxidants']",Good,
947,leucine,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/leucine.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Replenishing'],Good,Amino acid.
948,leuconostoc/radish root ferment filtrate,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/leuconostoc-radish-root-ferment-filtrate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Preservatives']",Good,"A preservative created by fermenting Raphanus sativus (radish) roots with the microorganism, Leuconostoc, a bacteria from lactic acid. Small amounts (typically 0.5%) are used in cosmetics to protect them from a wide range of harmful substances that can contaminate the product and alter its effectiveness. Interestingly, the two compounds believed to be responsible for this ingredient’s preservative action are salicylic acid and an ammonium salt. It seems neither comes from fermentation, but is present because these ingredients are used in soil to manage the growth of radishes, ensuring consistent sizes and coloration. References for this information: Journal of Genetic Engineering and Biotechnology, June 2016, pages 1-8 Journal of Agricultural and Food Chemistry, March 2015, pages 3,053-3,058"
949,Levisticum officinale root extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/levisticum-officinale-root-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,
950,licorice extract,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/licorice-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Best,"Plant extract that has skin-soothing properties. In addition, licorice root may be effective in improving the look of an uneven skin tone. One of its components, known as glabridin, is a potent antioxidant and skin-soothing ingredient, which is why licorice often shows up in products meant for sensitive, reddened skin.References for this information:Fitoterapia, October 2013, pages 160-184Journal of Clinical and Aesthetic Dermatology, July 2010, pages 20-31International Journal of Molecular Science, 2009, issue 9, 4066-4087Natural Product Research, December 2007, pages 1,234-1,241"
951,licorice root,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/licorice-root.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Best,
952,Lilium candidum bulb extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lilium-candidum-bulb-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Average,Extract derived from the white lily bulb. There is no research showing this has any benefit for skin.
953,lime oil and extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lime-oil-and-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,"Citrus fruit whose volatile compounds are skin sensitizers and photosensitizers. Lime oil is a known fragrance sensitizer that contains the fragrance chemicals bergapten and limonene, both of which can cause what’s known as a photosenstive reaction when applied to skin. A phototoxic reaction can result in a patchy, uneven appearance to skin. Although lime extract and oil may have some antioxidant activity, their sensitizer potential outweighs any benefit.
References Cited:
Toxicology In Vitro, 2010, issue 8, pages 2084-2089
Acta Derm-Venereologica, 2007, issue 4, pages 312-316
Food and Chemical Toxicology, 1993, issue 5, pagesa 331-335
Archives of Dermatological Research, 1985, issue 1, pages 31-36"
954,Limnanthes alba,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/limnanthes-alba.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Skin-Softening']",Good,Plant commonly known as meadowfoam; its seed oil is a non-volatile plant oil used as a skin-softening agent.
955,Limnanthes alba (meadowfoam) seed oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/meadowfoam-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients', 'Skin-Soothing', 'Antioxidants']",Best,"Limnanthes alba (meadowfoam) seed oil is a non-fragrant, edible plant oil originally developed as an agricultural crop in the 1950s. It functions as an emollient and softening agent in skin care and hair care products. This plant oil is exceedingly stable because it is primarily composed of long chain fatty acids, the type most resistant to rancidity when exposed to oxygen. Among plant oils, meadowfoam has the highest concentration (95%) of these highly stable fatty acids, making it a valuable addition to products that would otherwise be prone to spoiling quickly. Meadowfoam seed oil contains two compounds known as glucosinolate derivatives, 3-methoxybenzyl isothiocyanate (MBITC) and 3-methoxyphenyl acetonitrile. Research has shown these compounds can inhibit collagen-degrading enzymes in skin and help offset the negative impact of UVB light exposure (but just to be clear, these ingredients do not replace the need for broad spectrum sunscreen). The glucosinolate derivatives are not direct antioxidants (indeed, meadowfoam seed oil isn’t a good source of antioxidants), but they can positively influence skin’s own antioxidant defenses, which is a nice benefit. Meadowfoam seed oil can also enhance the penetration of other ingredients into soil and across animal skin; however, to date the same benefit hasn’t been shown to occur on human skin. On the upside, the long-chain fatty acids in this plant oil have chemical similarity to some of the fatty acids found in skin’s own oil, so in theory it’s certainly possible meadowfoam oil would help deliver other oil-based (lipophilic) ingredients to skin. References for this information: Frontiers in Pharmacology, May 2018, ePublication British Journal of Dermatology, February 2012, pages 279-287 Journal of Agricultural and Food Chemistry, January 2012, pages 339-345 The Journal of Pharmacy and Pharmacology, November 1996, pages 1,133-1,137"
956,Limnanthes alba seed oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/limnanthes-alba-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Good,
