chemical_id,id,name,description,rating,category_id,functions
1785,2279,Lilial,Butylphenyl methylpropional bị hạn chế sử dụng trong mỹ phẩm do những lo ngại về mức độ gây kích ứng cao.,1,Pending,Pending
1785,2280,2-(4-Tert-Butylbenzyl) Propionaldehyde,Butylphenyl methylpropional bị hạn chế sử dụng trong mỹ phẩm do những lo ngại về mức độ gây kích ứng cao.,1,Pending,Pending
1728,2140,Azulene,"Chiết xuất từ hoa cúc chamomile, công dụng chính là phẩm màu trong mỹ phẩm. Chất này có khả năng chống oxy hóa và làm dịu da. Cũng có một nghiên cứu tên là ""Khả năng gây quang đột biến tế bào của mỹ phẩm chứa thành phần azulene và guaizulene"" (""Photomutagenicity of cosmetic ingredient chemicals azulene and guaiazulene"" (Nguồn: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3767376/) ), nghiên cứu này đặt dấu chấm hỏi cho độ an toàn của chất này khi sử dụng trong mỹ phẩm.",2,"[115, 118, 124]","['Chất làm dịu da', 'Chất chống oxy hóa', 'Chiết xuất thực vật']"
1728,2141,Cyclopentacycloheptene,"Chiết xuất từ hoa cúc chamomile, công dụng chính là phẩm màu trong mỹ phẩm. Chất này có khả năng chống oxy hóa và làm dịu da. Cũng có một nghiên cứu tên là ""Khả năng gây quang đột biến tế bào của mỹ phẩm chứa thành phần azulene và guaizulene"" (""Photomutagenicity of cosmetic ingredient chemicals azulene and guaiazulene"" (Nguồn: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3767376/) ), nghiên cứu này đặt dấu chấm hỏi cho độ an toàn của chất này khi sử dụng trong mỹ phẩm.",2,"[115, 118, 124]","['Chất làm dịu da', 'Chất chống oxy hóa', 'Chiết xuất thực vật']"
1729,2142,Babassu Oil,Dầu babassu thu được từ nhân của hạt của cây Orretsyaoleifera được tìm thấy ở Brazil. Các thành phần của dầu babassu là hỗn hợp các vitamin và axit béo. Điều này làm cho dầu babassu có tính chất dưỡng ẩm và làm dịu da.,4,"[121, 124]","['Chất dưỡng ẩm', 'Chiết xuất thực vật']"
1733,2147,Barium Sulfate,Khoáng chất vô cơ này được sử dụng làm chất làm sáng sản phẩm và phản quang trong mỹ phẩm.,1,[123],['Phẩm màu']
1733,2148,Blanc Fixe,Khoáng chất vô cơ này được sử dụng làm chất làm sáng sản phẩm và phản quang trong mỹ phẩm.,1,[123],['Phẩm màu']
1733,2149,Barium Sulphate,Khoáng chất vô cơ này được sử dụng làm chất làm sáng sản phẩm và phản quang trong mỹ phẩm.,1,[123],['Phẩm màu']
1733,2150,Pigment White 22,Khoáng chất vô cơ này được sử dụng làm chất làm sáng sản phẩm và phản quang trong mỹ phẩm.,1,[123],['Phẩm màu']
1733,2151,Actybaryte,Khoáng chất vô cơ này được sử dụng làm chất làm sáng sản phẩm và phản quang trong mỹ phẩm.,1,[123],['Phẩm màu']
1733,2152,Artificial Barite,Khoáng chất vô cơ này được sử dụng làm chất làm sáng sản phẩm và phản quang trong mỹ phẩm.,1,[123],['Phẩm màu']
1733,2153,Pigment White 21,Khoáng chất vô cơ này được sử dụng làm chất làm sáng sản phẩm và phản quang trong mỹ phẩm.,1,[123],['Phẩm màu']
1733,2154,Barium Salt Sulfuric Acid,Khoáng chất vô cơ này được sử dụng làm chất làm sáng sản phẩm và phản quang trong mỹ phẩm.,1,[123],['Phẩm màu']
1734,2155,Batyl Alcohol,Chất ổn định sản phẩm và làm dịu da.,4,[121],['Chất dưỡng ẩm']
1734,2156,"1,2-Propanediol, 3- (Octadecyloxy) -",Chất ổn định sản phẩm và làm dịu da.,4,[121],['Chất dưỡng ẩm']
1734,2157,Batilol,Chất ổn định sản phẩm và làm dịu da.,4,[121],['Chất dưỡng ẩm']
1734,2158,Glycerine 1-Monostearyl Ether,Chất ổn định sản phẩm và làm dịu da.,4,[121],['Chất dưỡng ẩm']
1734,2159,1-O-Octadecylglycerol,Chất ổn định sản phẩm và làm dịu da.,4,[121],['Chất dưỡng ẩm']
1734,2160,"3- (Octadecyloxy) - 1,2-Propanediol",Chất ổn định sản phẩm và làm dịu da.,4,[121],['Chất dưỡng ẩm']
1734,2161,Glycerol Monooctadecyl Ether,Chất ổn định sản phẩm và làm dịu da.,4,[121],['Chất dưỡng ẩm']
1734,2162,Alpha-Octadecylether Of Glycerol,Chất ổn định sản phẩm và làm dịu da.,4,[121],['Chất dưỡng ẩm']
1735,2163,Bee Pollen,"Phấn ong có tính năng chống oxy hóa, nhưng không có nghiên cứu nào cho thấy phấn ong có khả năng chống oxy hóa khi thoa lên da. Phấn ong có thể gây kích ứng da.",1,[138],['Chưa phân loại']
1736,2164,Beheneth-5,Chức năng là chất nhũ hóa và cũng là chất làm sạch.,4,"[120, 137]","['Làm sạch da', 'Chất nhũ hóa/làm dầy kết cấu sản phẩm']"
1737,2165,Behenic Acid,Axit béo có chức năng làm dày kết cấu sản phẩm và làm sạch da.,4,"[113, 120]","['Tạo kết cấu sản phẩm', 'Làm sạch da']"
1738,2166,Behentrimonium Chloride,Chất dưỡng da và nhũ hóa.,4,"[113, 121]","['Tạo kết cấu sản phẩm', 'Chất dưỡng ẩm']"
1739,2167,Behenyl Alcohol,"chất làm dày kết cấu và chất nhũ hoá sử dụng trong mỹ phẩm. Đây là cồn béo, và không liên quan đến các dạng cồn gây kích ứng. Còn được gọi là docosanol. Trong mỹ phẩm, nó được sử dụng như là một thành phần phản quang, chất làm dày kết cấu và chất nhũ hoá. Đối với công dụng phản quang, behenyl alcohol dùng để làm giảm độ trong suốt của mỹ phẩm. Tính năng làm dày kết cấu làm cho sản phẩm đạt được kết cấu mong muốn hơn, dễ thoa lên da. Behenyl alcohol cũng hoạt động như chất nhũ hoá để ngăn chặn dầu và nước trong sản phẩm bị tách lớp. Điều này giúp cải thiện tính đồng nhất của sản phẩm.",4,[113],['Tạo kết cấu sản phẩm']
1739,2168,Docosanol,"chất làm dày kết cấu và chất nhũ hoá sử dụng trong mỹ phẩm. Đây là cồn béo, và không liên quan đến các dạng cồn gây kích ứng. Còn được gọi là docosanol. Trong mỹ phẩm, nó được sử dụng như là một thành phần phản quang, chất làm dày kết cấu và chất nhũ hoá. Đối với công dụng phản quang, behenyl alcohol dùng để làm giảm độ trong suốt của mỹ phẩm. Tính năng làm dày kết cấu làm cho sản phẩm đạt được kết cấu mong muốn hơn, dễ thoa lên da. Behenyl alcohol cũng hoạt động như chất nhũ hoá để ngăn chặn dầu và nước trong sản phẩm bị tách lớp. Điều này giúp cải thiện tính đồng nhất của sản phẩm.",4,[113],['Tạo kết cấu sản phẩm']
1740,2169,Bentonite,"Loại đất sét được sử dụng làm chất hấp thụ dầu trong mỹ phẩm. Có thể gây khô da, mặc dù tính hấp thụ của nó hữu ích cho những người da nhờn. (ví dụ: sữa rửa mặt đất sét bentonite, mặt nạ đất sét bentonite). Bentonit có thể giúp hấp thụ bã nhờn từ bề mặt của da từ đó giúp lỗ chân lông thông thoáng.",4,[114],['Hấp thụ dầu']
1742,2178,Benzephenone-3,"Còn được gọi là oxybenzone, thành phần chống nắng bảo vệ da chủ yếu từ tia UVB của mặt trời và một số tia UVA, nhưng không phải toàn bộ UVA. Oxybenzone được chấp thuận sử dụng trong các nồng độ đặc biệt cho kem chống nắng được bán ở tất cả các quốc gia lớn, bao gồm Hoa Kỳ, Canada, các nước Liên minh Châu Âu, Nhật Bản, Úc, Trung Quốc và Hàn Quốc. Sự an toàn của nó trong kem chống nắng đã được chứng thực.",4,[136],['Thành phần chống nắng']
1742,2179,Oxybenzone,"Còn được gọi là oxybenzone, thành phần chống nắng bảo vệ da chủ yếu từ tia UVB của mặt trời và một số tia UVA, nhưng không phải toàn bộ UVA. Oxybenzone được chấp thuận sử dụng trong các nồng độ đặc biệt cho kem chống nắng được bán ở tất cả các quốc gia lớn, bao gồm Hoa Kỳ, Canada, các nước Liên minh Châu Âu, Nhật Bản, Úc, Trung Quốc và Hàn Quốc. Sự an toàn của nó trong kem chống nắng đã được chứng thực.",4,[136],['Thành phần chống nắng']
1743,2180,Benzoin Extract,Nhựa cây balsam có chứa các thành phần hương liệu; có thể gây kích ứng da.,1,Pending,Pending
1744,2181,Benzophenone,"Nhóm các chất chống nắng trong mỹ phẩm, có khả năng bảo vệ da khỏi tia UVB và một ít tia UVA (không hoàn toàn chống được UVA)",4,[136],['Thành phần chống nắng']
1744,2182,Diphenyl- Methanone,"Nhóm các chất chống nắng trong mỹ phẩm, có khả năng bảo vệ da khỏi tia UVB và một ít tia UVA (không hoàn toàn chống được UVA)",4,[136],['Thành phần chống nắng']
1744,2183,"Methanone, Diphenyl","Nhóm các chất chống nắng trong mỹ phẩm, có khả năng bảo vệ da khỏi tia UVB và một ít tia UVA (không hoàn toàn chống được UVA)",4,[136],['Thành phần chống nắng']
1744,2184,Benzoylbenzene,"Nhóm các chất chống nắng trong mỹ phẩm, có khả năng bảo vệ da khỏi tia UVB và một ít tia UVA (không hoàn toàn chống được UVA)",4,[136],['Thành phần chống nắng']
1744,2185,Benzoyl- Benzene,"Nhóm các chất chống nắng trong mỹ phẩm, có khả năng bảo vệ da khỏi tia UVB và một ít tia UVA (không hoàn toàn chống được UVA)",4,[136],['Thành phần chống nắng']
1744,2186,Phenyl Ketone,"Nhóm các chất chống nắng trong mỹ phẩm, có khả năng bảo vệ da khỏi tia UVB và một ít tia UVA (không hoàn toàn chống được UVA)",4,[136],['Thành phần chống nắng']
1744,2187,A-Oxoditane,"Nhóm các chất chống nắng trong mỹ phẩm, có khả năng bảo vệ da khỏi tia UVB và một ít tia UVA (không hoàn toàn chống được UVA)",4,[136],['Thành phần chống nắng']
1744,2188,Diphenylmethanone,"Nhóm các chất chống nắng trong mỹ phẩm, có khả năng bảo vệ da khỏi tia UVB và một ít tia UVA (không hoàn toàn chống được UVA)",4,[136],['Thành phần chống nắng']
1744,2190,Diphenyl Ketone,"Nhóm các chất chống nắng trong mỹ phẩm, có khả năng bảo vệ da khỏi tia UVB và một ít tia UVA (không hoàn toàn chống được UVA)",4,[136],['Thành phần chống nắng']
1744,2189,A-Oxodiphenylmethane,"Nhóm các chất chống nắng trong mỹ phẩm, có khả năng bảo vệ da khỏi tia UVB và một ít tia UVA (không hoàn toàn chống được UVA)",4,[136],['Thành phần chống nắng']
1745,2191,Benzothonium Chloride,Chất bảo quản dùng trong mỹ phẩm; Chất này được xem là ít gây kích ứng hơn các loại chất bảo quảng khác.,4,[129],['Chất bảo quản']
1752,2209,Bilberry Extract,Là chất chống oxy hóa khi hấp thụ bằng đường tiêu hóa vì nó có chứa antocyanin. Tác dụng chống oxy hóa này chưa được nghiên cứu khi thoa lên da.,3,[124],['Chiết xuất thực vật']
1752,2210,Vaccinium Myrtillis,Là chất chống oxy hóa khi hấp thụ bằng đường tiêu hóa vì nó có chứa antocyanin. Tác dụng chống oxy hóa này chưa được nghiên cứu khi thoa lên da.,3,[124],['Chiết xuất thực vật']
1753,2211,Bioflavonoid,"Flavonoids có trong rất nhiều loại thực vật, nghiên cứu cho thấy chất này có khả năng chống oxy hóa.",5,[118],['Chất chống oxy hóa']
1754,2212,Biotin,"Biotin, được biết đến là vitamin B7, là coenzim tan trong nước, một thành tố của vitamin nhóm B. Tuy nhiên không có nghiên cứu nào chỉ ra chất này có lợi khi thoa lên da.",4,[139],['Vitamin']
1755,2213,Birch Leaf Extract,"Chất này có tính chống oxy hóa, nhưng cũng có tính làm se, khô da (astringent), nên chất này có khả năng gây kích ứng da nếu nó là một trong những thành phần chính trong sản phẩm.",4,"[118, 124]","['Chất chống oxy hóa', 'Chiết xuất thực vật']"
1757,2216,Bismuth Oxychloride,"Thông thường, chất này được dùng trong các sản phẩm trang điểm cung cấp độ phủ màu sắc như phấn, bột nền, eyeshadow, và bronzer. Do cấu trúc hóa học lớn và có hình dạng đĩa, bismuth oxychloride tạo các hiệu ứng phản sóng ánh sáng. Khi trang điểm trên da, chất này dùng ở dạng bột, hiệu ứng này có thể giúp phản chiếu ánh sáng ra khỏi da, che mờ nếp nhăn và nhược điểm trên da, và tạo ra lớp phủ mờ. Bismuth oxychloride được FDA liệt kê vĩnh viễn với công dụng là chất tạo màu vào năm 1977 và được xem là chất nhân tạo. Nồng độ tinh khiết của các hạt nano bismuth oxychloride có thể gây ảnh hưởng tiêu cực đến tế bào da người.",3,"[113, 114, 123]","['Tạo kết cấu sản phẩm', 'Hấp thụ dầu', 'Phẩm màu']"
1757,2217,Chlorooxo- Bismuthine,"Thông thường, chất này được dùng trong các sản phẩm trang điểm cung cấp độ phủ màu sắc như phấn, bột nền, eyeshadow, và bronzer. Do cấu trúc hóa học lớn và có hình dạng đĩa, bismuth oxychloride tạo các hiệu ứng phản sóng ánh sáng. Khi trang điểm trên da, chất này dùng ở dạng bột, hiệu ứng này có thể giúp phản chiếu ánh sáng ra khỏi da, che mờ nếp nhăn và nhược điểm trên da, và tạo ra lớp phủ mờ. Bismuth oxychloride được FDA liệt kê vĩnh viễn với công dụng là chất tạo màu vào năm 1977 và được xem là chất nhân tạo. Nồng độ tinh khiết của các hạt nano bismuth oxychloride có thể gây ảnh hưởng tiêu cực đến tế bào da người.",3,"[113, 114, 123]","['Tạo kết cấu sản phẩm', 'Hấp thụ dầu', 'Phẩm màu']"
1757,2218,Bismuth Subchloride,"Thông thường, chất này được dùng trong các sản phẩm trang điểm cung cấp độ phủ màu sắc như phấn, bột nền, eyeshadow, và bronzer. Do cấu trúc hóa học lớn và có hình dạng đĩa, bismuth oxychloride tạo các hiệu ứng phản sóng ánh sáng. Khi trang điểm trên da, chất này dùng ở dạng bột, hiệu ứng này có thể giúp phản chiếu ánh sáng ra khỏi da, che mờ nếp nhăn và nhược điểm trên da, và tạo ra lớp phủ mờ. Bismuth oxychloride được FDA liệt kê vĩnh viễn với công dụng là chất tạo màu vào năm 1977 và được xem là chất nhân tạo. Nồng độ tinh khiết của các hạt nano bismuth oxychloride có thể gây ảnh hưởng tiêu cực đến tế bào da người.",3,"[113, 114, 123]","['Tạo kết cấu sản phẩm', 'Hấp thụ dầu', 'Phẩm màu']"
1757,2219,Chlorbismol,"Thông thường, chất này được dùng trong các sản phẩm trang điểm cung cấp độ phủ màu sắc như phấn, bột nền, eyeshadow, và bronzer. Do cấu trúc hóa học lớn và có hình dạng đĩa, bismuth oxychloride tạo các hiệu ứng phản sóng ánh sáng. Khi trang điểm trên da, chất này dùng ở dạng bột, hiệu ứng này có thể giúp phản chiếu ánh sáng ra khỏi da, che mờ nếp nhăn và nhược điểm trên da, và tạo ra lớp phủ mờ. Bismuth oxychloride được FDA liệt kê vĩnh viễn với công dụng là chất tạo màu vào năm 1977 và được xem là chất nhân tạo. Nồng độ tinh khiết của các hạt nano bismuth oxychloride có thể gây ảnh hưởng tiêu cực đến tế bào da người.",3,"[113, 114, 123]","['Tạo kết cấu sản phẩm', 'Hấp thụ dầu', 'Phẩm màu']"
1757,2220,Bismuthyl Chloride,"Thông thường, chất này được dùng trong các sản phẩm trang điểm cung cấp độ phủ màu sắc như phấn, bột nền, eyeshadow, và bronzer. Do cấu trúc hóa học lớn và có hình dạng đĩa, bismuth oxychloride tạo các hiệu ứng phản sóng ánh sáng. Khi trang điểm trên da, chất này dùng ở dạng bột, hiệu ứng này có thể giúp phản chiếu ánh sáng ra khỏi da, che mờ nếp nhăn và nhược điểm trên da, và tạo ra lớp phủ mờ. Bismuth oxychloride được FDA liệt kê vĩnh viễn với công dụng là chất tạo màu vào năm 1977 và được xem là chất nhân tạo. Nồng độ tinh khiết của các hạt nano bismuth oxychloride có thể gây ảnh hưởng tiêu cực đến tế bào da người.",3,"[113, 114, 123]","['Tạo kết cấu sản phẩm', 'Hấp thụ dầu', 'Phẩm màu']"
1757,2221,Bismuth Chloride Oxide,"Thông thường, chất này được dùng trong các sản phẩm trang điểm cung cấp độ phủ màu sắc như phấn, bột nền, eyeshadow, và bronzer. Do cấu trúc hóa học lớn và có hình dạng đĩa, bismuth oxychloride tạo các hiệu ứng phản sóng ánh sáng. Khi trang điểm trên da, chất này dùng ở dạng bột, hiệu ứng này có thể giúp phản chiếu ánh sáng ra khỏi da, che mờ nếp nhăn và nhược điểm trên da, và tạo ra lớp phủ mờ. Bismuth oxychloride được FDA liệt kê vĩnh viễn với công dụng là chất tạo màu vào năm 1977 và được xem là chất nhân tạo. Nồng độ tinh khiết của các hạt nano bismuth oxychloride có thể gây ảnh hưởng tiêu cực đến tế bào da người.",3,"[113, 114, 123]","['Tạo kết cấu sản phẩm', 'Hấp thụ dầu', 'Phẩm màu']"
1757,2222,Chlorooxobismuthine,"Thông thường, chất này được dùng trong các sản phẩm trang điểm cung cấp độ phủ màu sắc như phấn, bột nền, eyeshadow, và bronzer. Do cấu trúc hóa học lớn và có hình dạng đĩa, bismuth oxychloride tạo các hiệu ứng phản sóng ánh sáng. Khi trang điểm trên da, chất này dùng ở dạng bột, hiệu ứng này có thể giúp phản chiếu ánh sáng ra khỏi da, che mờ nếp nhăn và nhược điểm trên da, và tạo ra lớp phủ mờ. Bismuth oxychloride được FDA liệt kê vĩnh viễn với công dụng là chất tạo màu vào năm 1977 và được xem là chất nhân tạo. Nồng độ tinh khiết của các hạt nano bismuth oxychloride có thể gây ảnh hưởng tiêu cực đến tế bào da người.",3,"[113, 114, 123]","['Tạo kết cấu sản phẩm', 'Hấp thụ dầu', 'Phẩm màu']"
1757,2223,Ci 77163,"Thông thường, chất này được dùng trong các sản phẩm trang điểm cung cấp độ phủ màu sắc như phấn, bột nền, eyeshadow, và bronzer. Do cấu trúc hóa học lớn và có hình dạng đĩa, bismuth oxychloride tạo các hiệu ứng phản sóng ánh sáng. Khi trang điểm trên da, chất này dùng ở dạng bột, hiệu ứng này có thể giúp phản chiếu ánh sáng ra khỏi da, che mờ nếp nhăn và nhược điểm trên da, và tạo ra lớp phủ mờ. Bismuth oxychloride được FDA liệt kê vĩnh viễn với công dụng là chất tạo màu vào năm 1977 và được xem là chất nhân tạo. Nồng độ tinh khiết của các hạt nano bismuth oxychloride có thể gây ảnh hưởng tiêu cực đến tế bào da người.",3,"[113, 114, 123]","['Tạo kết cấu sản phẩm', 'Hấp thụ dầu', 'Phẩm màu']"
1758,2224,Bitter Orange Flower,"Chất này có tính chống oxy hóa khi ăn vào. Nhưng khi thoa lên da, do chứa chất methanol, có khả năng gây kích ứng da.",1,[124],['Chiết xuất thực vật']
1759,2225,Black Cohosh,Không có nghiên cứu nào chỉ ra black cohosh có bất kì tác dụng nào khi thoa lên da.,2,[124],['Chiết xuất thực vật']
1761,2234,Black Mulberry,"Chiết xuất này có một số khả năng cải thiện da biến màu (đồi mồi, thâm…).",4,[124],['Chiết xuất thực vật']
1761,2235,Morus Nigra Fruit Extract,"Chiết xuất này có một số khả năng cải thiện da biến màu (đồi mồi, thâm…).",4,[124],['Chiết xuất thực vật']
1761,2236,Black Mulberry Fruit Extract,"Chiết xuất này có một số khả năng cải thiện da biến màu (đồi mồi, thâm…).",4,[124],['Chiết xuất thực vật']
1765,2251,Blackberry,"Blackberries xếp hạng cao trong số trái cây có sức mạnh chống oxy hóa theo nghiên cứu trong ống nghiệm. Blackberries có chứa nhiều chất phytochemicals bao gồm polyphenols, flavonoids, anthocyanins, salicylic acid, acid ellagic, và chất xơ. Anthocyanins trong quả blackberries tạo ra màu tối đậm của chúng.",5,"[118, 124]","['Chất chống oxy hóa', 'Chiết xuất thực vật']"
1765,2252,Blackberry Extract,"Blackberries xếp hạng cao trong số trái cây có sức mạnh chống oxy hóa theo nghiên cứu trong ống nghiệm. Blackberries có chứa nhiều chất phytochemicals bao gồm polyphenols, flavonoids, anthocyanins, salicylic acid, acid ellagic, và chất xơ. Anthocyanins trong quả blackberries tạo ra màu tối đậm của chúng.",5,"[118, 124]","['Chất chống oxy hóa', 'Chiết xuất thực vật']"
1765,2253,Rubus Fruticosus Fruit Extract,"Blackberries xếp hạng cao trong số trái cây có sức mạnh chống oxy hóa theo nghiên cứu trong ống nghiệm. Blackberries có chứa nhiều chất phytochemicals bao gồm polyphenols, flavonoids, anthocyanins, salicylic acid, acid ellagic, và chất xơ. Anthocyanins trong quả blackberries tạo ra màu tối đậm của chúng.",5,"[118, 124]","['Chất chống oxy hóa', 'Chiết xuất thực vật']"
1765,2254,Rubus Fruticosus Extract,"Blackberries xếp hạng cao trong số trái cây có sức mạnh chống oxy hóa theo nghiên cứu trong ống nghiệm. Blackberries có chứa nhiều chất phytochemicals bao gồm polyphenols, flavonoids, anthocyanins, salicylic acid, acid ellagic, và chất xơ. Anthocyanins trong quả blackberries tạo ra màu tối đậm của chúng.",5,"[118, 124]","['Chất chống oxy hóa', 'Chiết xuất thực vật']"
1766,2255,Bladderwrack Extract,Chiết xuất từ rong biển. Có chức năng chống oxy hóa hiệu quả và khả năng ngậm nước cho da.,5,"[118, 124]","['Chất chống oxy hóa', 'Chiết xuất thực vật']"
1896,2461,D-Alpha-Tocopherol,Chất chống oxy hoá được coi là dạng vitamin E hiệu quả nhất,5,"[118, 139]","['Chất chống oxy hóa', 'Vitamin']"
1767,2256,Bloodwort,"Còn được gọi là yarrow. Chiết xuất này có rất ít nghiên cứu cho thấy nó có lợi cho da.Tuy nhiên, yarrow cũng có các đặc tính có thể gây kích ứng da và làm da nhạy cảm với ánh sáng.",1,[124],['Chiết xuất thực vật']
1768,2257,Bois De Rose Oil,"dầu rosewood có chứa một số thành phần hương liệu hại da, bao gồm camphene, geranial, geraniol, limonene, linalool, myrcene và neral. Dầu Rosewood được sử dụng chủ yếu như là thành phần hương liệu và gia vị; không có nghiên cứu nào cho thấy rosewood có lợi ích cho da.",1,[124],['Chiết xuất thực vật']
1769,2258,Bois Oil,Tinh dầu hương liệu này không hề có nghiên cứu nào chỉ ra nó có lợi ích cho da.,1,[124],['Chiết xuất thực vật']
1770,2259,Borage Seed Extract,"Có thể được liệt kê dưới tên Borago officinalis extract, Borago officinalis extract oil. Dầu hạt Borage là một trong những loại dầu thực vật chứa γ-linolenic acid (GLA) lớn nhất - cao hơn cả dầu blackcurrant hoặc dầu hoa anh thảo. GLA chiếm 24% lượng dầu.",5,"[115, 124]","['Chất làm dịu da', 'Chiết xuất thực vật']"
1771,2260,Borage Seed Oil,"Có thể được liệt kê dưới tên Borago officinalis extract, Borago officinalis extract oil. Dầu hạt Borage là một trong những loại dầu thực vật chứa γ-linolenic acid (GLA) lớn nhất - cao hơn cả dầu blackcurrant hoặc dầu hoa anh thảo. GLA chiếm 24% lượng dầu.",5,"[115, 118, 121, 124]","['Chất làm dịu da', 'Chất chống oxy hóa', 'Chất dưỡng ẩm', 'Chiết xuất thực vật']"
1772,2261,Borate,"Chất này có khả năng bảo quản sản phẩm. Vì phạm vi pH của borax khoảng 9 đến 11; do đó, nó có thể là chất gây kích ứng da mạnh khi sử dụng trong mỹ phẩm. Sự an toàn của Sodium Borate và Boric Acid đã được đánh giá bởi Cosmetic Ingredient Review (CIR) Expert Panel. Nhóm chuyên gia của CIR đánh giá dữ liệu khoa học và kết luận rằng Natri Borate và Boric Acid, có nồng độ dưới 5% là an toàn tương tự các thành phần mỹ phẩm. Nhóm chuyên gia CIR cũng cảnh báo rằng không nên sử dụng mỹ phẩm và các sản phẩm chăm sóc cá nhân có chứa Sodium borate hoặc Boric Acid ở mức 5% cho trẻ sơ sinh hoặc da bị tổn thương. Trong năm 2003, theo lịch trình đánh giá lại thành phần, CIR Expert Panel đã xem xét các dữ liệu mới về Sodium Borate và Boric Acid và khẳng định lại kết luận trên.",3,[129],['Chất bảo quản']
1773,2262,Borax,"Chất này có khả năng bảo quản sản phẩm. Vì phạm vi pH của borax khoảng 9 đến 11; do đó, nó có thể là chất gây kích ứng da mạnh khi sử dụng trong mỹ phẩm. Sự an toàn của Sodium Borate và Boric Acid đã được đánh giá bởi Cosmetic Ingredient Review (CIR) Expert Panel. Nhóm chuyên gia của CIR đánh giá dữ liệu khoa học và kết luận rằng Natri Borate và Boric Acid, có nồng độ dưới 5% là an toàn tương tự các thành phần mỹ phẩm. Nhóm chuyên gia CIR cũng cảnh báo rằng không nên sử dụng mỹ phẩm và các sản phẩm chăm sóc cá nhân có chứa Sodium borate hoặc Boric Acid ở mức 5% cho trẻ sơ sinh hoặc da bị tổn thương. Trong năm 2003, theo lịch trình đánh giá lại thành phần, CIR Expert Panel đã xem xét các dữ liệu mới về Sodium Borate và Boric Acid và khẳng định lại kết luận trên.",3,[129],['Chất bảo quản']
1774,2263,Boric Acid,"Chất này có khả năng bảo quản sản phẩm. Vì phạm vi pH của borax khoảng 9 đến 11; do đó, nó có thể là chất gây kích ứng da mạnh khi sử dụng trong mỹ phẩm. Sự an toàn của Sodium Borate và Boric Acid đã được đánh giá bởi Cosmetic Ingredient Review (CIR) Expert Panel. Nhóm chuyên gia của CIR đánh giá dữ liệu khoa học và kết luận rằng Natri Borate và Boric Acid, có nồng độ dưới 5% là an toàn tương tự các thành phần mỹ phẩm. Nhóm chuyên gia CIR cũng cảnh báo rằng không nên sử dụng mỹ phẩm và các sản phẩm chăm sóc cá nhân có chứa Sodium borate hoặc Boric Acid ở mức 5% cho trẻ sơ sinh hoặc da bị tổn thương. Trong năm 2003, theo lịch trình đánh giá lại thành phần, CIR Expert Panel đã xem xét các dữ liệu mới về Sodium Borate và Boric Acid và khẳng định lại kết luận trên.",3,[129],['Chất bảo quản']
1775,2264,Boron Nitride,Boron nitride là hợp chất dùng trong mỹ phẩm để gia tăng độ bám và cũng là chất hấp thụ dầu.,4,[114],['Hấp thụ dầu']
1776,2265,Botanicals,"Thuật ngữ chung cho một nhóm lớn các thành phần tự nhiên. Thực vật có thể có hoặc không phải là hữu cơ, và lợi ích hoặc nguy cơ cho làn da của bạn phụ thuộc vào thực vật cụ thể. Có rất nhiều thành phần thực vật hữu ích (tự nhiên) cho da, nhưng cũng có rất nhiều loại thực vật phải tránh. Mua sắm các sản phẩm có thành phần botanical/natural mà không biết phải tránh loại cây nào chắc chắn dẫn đến kích ứng da không cần thiết dẫn tới nhiều vấn đề về da.",3,[124],['Chiết xuất thực vật']
1777,2266,Broad Spectrum,Thuật ngữ dùng để chỉ khả năng bảo vệ da khỏi tia UVA và tia UVB từ ánh nắng mặt trời.,4,[136],['Thành phần chống nắng']
1778,2267,Bromelain,"Bromelain là chiết xuất enzyme có nguồn gốc từ dứa, có đặc tính làm dịu da.",4,"[116, 124]","['Tẩy da chết', 'Chiết xuất thực vật']"
1779,2268,Bronopol,"CIR Safety Review: 2-Bromo-2-Nitropropane-1,3-Diol đã được CIR Expert Panel đánh giá nhiều lần và nó đã được xác định là an toàn với những hạn chế. Năm 1979, the CIREP reviewed đã xem xét dữ liệu sẵn có và lưu ý rằng 2-Bromo-2-Nitropropane-1,3-Diol gây ra dị ứng và ngứa nhẹ khi tiếp xúc ở cả động vật và người ở nồng độ dưới 0,1%. Tuy nhiên, Bronopol là chất bảo quản phóng formaldehyde. Khi kết hợp với chất amine trong mỹ phẩm, nó có thể giải phóng nitrosamines.",2,[129],['Chất bảo quản']
1780,2269,Bronze Powder,Được liệt kê vĩnh viễn (kể từ năm 1977) bởi FDA như phẩm màu an toàn.,4,[123],['Phẩm màu']
1781,2270,Bumetrizole,Thành phần chống nắng hấp thụ chủ yếu tia UVB.,4,[136],['Thành phần chống nắng']
1782,2271,Butyl Acetate,Butyl axetat là một dung môi có trong tự nhiên và được sản xuất tổng hợp. Dung môi này được sử dụng trong sơn móng tay và nhiều sản phẩm khác.,4,"[113, 126]","['Tạo kết cấu sản phẩm', 'Chất tạo màng/giữ kết cấu sản phẩm']"
1794,2302,Camphor,"Khi bôi lên da, camphor tạo ra hiệu ứng mát da, hiệu ứng này gây kích ứng da khi sử dụng nhiều lần. Camphor cũng có thể gây kích ưunsg da và mắt khi tiếp xúc.",1,[124],['Chiết xuất thực vật']
